,Name,School,L10_High_UB,L10_Ave_UB,Freshman,NCAA_High_UB,NCAA_Ave_UB,UB_nqs,UB_delta
1617,Tara Catour,Sacramento State,9.525,7.135937500000001,2017,0.0,0.0,0.0,-9.525
1618,Raine Gordon,North Carolina,9.625,7.171875,2018,9.825,9.105,0.0,0.2
1619,Sofia Menemenlis,Yale,9.2,7.070833333333334,2017,0.0,0.0,0.0,-9.2
1620,Daisy Todd,Temple,9.5,7.601923076923077,2017,9.825,9.71,9.825,0.325
1621,McKenna Morrell,Boise State,9.175,6.416666666666666,2017,0.0,0.0,0.0,-9.175
1622,Lena Wirth,Seattle Pacific,8.575,5.120588235294119,2017,0.0,0.0,0.0,-8.575
1623,Tessa Otuafi,Boise State,8.85,6.4828947368421055,2018,0.0,0.0,0.0,-8.85
1624,Hope Parkin,Texas Woman's,8.85,4.828947368421052,2017,0.0,0.0,0.0,-8.85
1625,Chelsey Andrada,San Jose State,8.25,5.826851851851853,2017,0.0,0.0,0.0,-8.25
1626,Leah Perrino,San Jose State,9.25,2.8805555555555555,2017,0.0,0.0,0.0,-9.25
1627,Emily Carr,Cornell,9.25,6.283333333333334,2018,8.975,8.775,0.0,-0.275
1628,Madison Howlett,Southern Utah,9.45,6.9075,2018,9.875,9.798,9.835,0.425
1629,Jamie Antinori,North Carolina,7.35,1.8375,2017,0.0,0.0,0.0,-7.35
1630,Brittany Jeppesen,Utah State,9.625,6.902500000000001,2017,9.875,9.729,9.86,0.25
1631,Zahra Lawal,Seattle Pacific,8.95,5.928125,2017,0.0,0.0,0.0,-8.95
1632,Lauren Ramirez,Bridgeport,9.65,7.622115384615384,2018,0.0,0.0,0.0,-9.65
1633,Megan Tripp,Pittsburgh,9.775,7.551515151515153,2017,9.875,9.637,9.82,0.1
1634,Diana Manzano,Brown,9.075,6.299999999999998,2018,0.0,0.0,0.0,-9.075
1635,Averie Brook,Arizona State,8.775,5.733823529411765,2017,0.0,0.0,0.0,-8.775
1636,Megan Dennis,S.E. Missouri,9.45,7.06375,2018,9.0,9.0,0.0,-0.45
1637,Kylie Kratchwell,New Hampshire,9.4,6.963157894736842,2021,9.925,9.755,9.855,0.525
1638,Allison Smith,Eastern Michigan,9.275,6.791666666666664,2018,0.0,0.0,0.0,-9.275
1639,Mikayla Robinson,North Carolina,8.75,5.459375,2017,0.0,0.0,0.0,-8.75
1640,Ava Watkins,New Hampshire,9.5,7.064423076923077,2017,9.8,9.574,9.775,0.3
1641,Yasmin Eubanks,Temple,9.25,8.94,2017,9.775,9.618,9.745,0.525
1642,Rebecca Chong,Yale,8.8,5.6875,2017,0.0,0.0,0.0,-8.8
1643,Ashley Szafranski,Arizona State,9.675,7.706250000000001,2017,9.9,9.721,9.865,0.225
1644,Jaylene Everett,Temple,9.425,5.154166666666667,2017,0.0,0.0,0.0,-9.425
1645,Sarah McCarty,Kent State,9.0,6.488888888888889,2017,0.0,0.0,0.0,-9.0
1646,Emma Karas,Rutgers,9.0,6.026136363636364,2018,9.725,9.487,9.48,0.725
1647,Courtney Pearson,Ursinus College,9.375,6.473333333333334,2017,9.15,9.15,0.0,-0.225
1648,Erin Howell,Brown,9.4,7.16,2017,9.75,9.445,9.66,0.35
1649,Alyssa Klock,Brockport,9.125,5.1450000000000005,2017,9.375,8.744,0.0,0.25
1650,Paige Beckley,Brockport,8.5,6.51607142857143,2017,0.0,0.0,0.0,-8.5
1651,Sydne Powers,West Chester,9.0,6.715000000000001,2017,9.05,9.038,0.0,0.05
1652,Natalie Onderko,West Chester,9.3,6.593478260869566,2017,9.7,9.321,9.68,0.4
1653,Shannon Farrell,Rutgers,9.25,4.63625,2018,9.925,9.742,9.845,0.675
1654,Alecia Petrikis,Pittsburgh,8.85,4.54125,2017,0.0,0.0,0.0,-8.85
1655,Natalia Nottingham,Cornell,9.15,6.011538461538462,2017,0.0,0.0,0.0,-9.15
1656,Lauren Ritter,Ohio State,8.9,5.995454545454546,2010,0.0,0.0,0.0,-8.9
1657,Dorothy Mims,Centenary College,8.85,6.930357142857144,2019,0.0,0.0,0.0,-8.85
1658,Kendal Moss,Auburn,9.65,6.9875,2017,9.9,9.724,9.83,0.25
1659,Erynne Allen,Penn State,9.25,6.086842105263157,2019,9.8,9.696,9.705,0.55
1660,Alexis Olivier,Western Michigan,9.375,5.203571428571428,2019,9.85,9.716,9.835,0.475
1661,Darian Burns,Seattle Pacific,9.45,6.54375,2017,9.85,9.517,9.825,0.4
1662,Grace Arnold,Gustavus Adolphus,8.8,5.825,2017,8.975,8.552,8.675,0.175
1663,Megan Tran,Winona State,8.275,4.232291666666666,2017,0.0,0.0,0.0,-8.275
1664,Hallie Peele,Pittsburgh,9.7,7.477380952380953,2017,9.8,9.688,9.705,0.1
1665,Hailey Mesmer,North Carolina State,9.2,7.026923076923076,2017,0.0,0.0,0.0,-9.2
1666,Kendall Arasmith,Centenary College,9.2,5.991176470588235,2017,9.3,8.81,0.0,0.1
1667,Mekyllah Williams,North Carolina,8.95,6.984090909090909,2017,9.8,9.616,9.785,0.85
1668,Delia Ardoin,Centenary College,8.6,8.41875,2017,9.275,9.225,0.0,0.675
1669,Shaquilla Payne,UW-Stout,9.375,6.305882352941177,2018,9.35,9.156,0.0,-0.025
1670,Rachael Mastrangelo,California,9.5,5.822058823529412,2017,0.0,0.0,0.0,-9.5
1671,Haley Roy,Washington,9.35,5.950862068965517,2017,0.0,0.0,0.0,-9.35
1672,Sofie Riley,Alaska,8.55,5.1125,2017,9.625,9.277,9.35,1.075
1673,Sienna Brane,Seattle Pacific,9.475,6.725961538461539,2017,9.75,9.313,9.71,0.275
1674,Hayley Porter,Central Michigan,9.15,6.797727272727274,2017,9.9,9.73,9.83,0.75
1675,Nina Whittaker,Bridgeport,8.5,5.605555555555556,2017,0.0,0.0,0.0,-8.5
1676,Kayleigh Dugan,Brockport,7.6,5.105555555555556,2017,0.0,0.0,0.0,-7.6
1677,Tali Twomey,Springfield College,7.725,7.34375,2017,0.0,0.0,0.0,-7.725
1678,Morgan Bixler,Maryland,9.05,5.902380952380953,2017,9.8,9.719,9.77,0.75
1679,Taylor Campagnone,Springfield College,8.75,2.935294117647059,2017,9.375,9.041,9.145,0.625
1680,Kalyany Steele,UCLA,9.45,7.285416666666666,2021,9.8,9.738,0.0,0.35
1681,Sarah Boyd,West Chester,8.875,4.168749999999999,2017,0.0,0.0,0.0,-8.875
1682,Baylee Tkaczuk,UW-Oshkosh,9.425,6.470454545454546,2017,9.85,9.273,9.75,0.425
1683,Marisa Scholtens,UW-Oshkosh,8.15,4.298529411764705,2017,9.45,8.688,8.91,1.3
1684,Karen King,UW-Oshkosh,8.15,4.52,2017,0.0,0.0,0.0,-8.15
1685,Samia Taylor,Winona State,8.525,5.375,2017,0.0,0.0,0.0,-8.525
1686,Olivia Hirsch,Centenary College,7.55,7.275,2017,0.0,0.0,0.0,-7.55
1687,Evelyn Patient,Cornell,9.575,7.117857142857144,2019,9.75,9.234,9.55,0.175
1688,Danielle Bisbikis,Western Michigan,0.0,0.0,2017,0.0,0.0,0.0,0.0
1689,Mikala Bugge,UW-Stout,8.675,5.848214285714286,2017,9.575,9.22,9.43,0.9
1690,Savannah Farrell,UW-La Crosse,8.75,5.045238095238094,2017,9.475,9.156,9.215,0.725
1691,Megan Fayler,UW-Eau Claire,9.25,7.187500000000001,2017,9.65,9.287,9.575,0.4
1692,Julia Huebert,Minnesota,9.3,5.73706896551724,2017,0.0,0.0,0.0,-9.3
1693,Mary Graceyn Gordon,William & Mary,9.425,6.603571428571428,2018,9.725,9.435,0.0,0.3
1694,McKinley Pavicic,Utah State,9.675,7.250000000000001,2018,0.0,0.0,0.0,-9.675
1695,Shelby Schumaker,Brockport,8.625,5.865,2018,0.0,0.0,0.0,-8.625
1696,Ashlyn Laclair,Kentucky,6.8,6.8,2022,0.0,0.0,0.0,-6.8
1697,Peyton Hinterberger,Ohio State,9.425,7.007391304347826,2018,9.875,9.614,9.835,0.45
1698,Cami Bea Austin,Centenary College,8.85,6.122058823529413,2017,9.1,8.55,8.96,0.25
1699,Jamie Antinori,North Carolina,7.35,1.8375,2017,0.0,0.0,0.0,-7.35
1700,Sierra Hassel,Nebraska,9.525,4.973863636363636,2017,0.0,0.0,0.0,-9.525
1701,Eleanor LaFountain,Ursinus College,7.8,5.088636363636364,2017,8.775,8.53,0.0,0.975
1702,Mary Nicholson,Missouri,8.8,4.122916666666666,2018,0.0,0.0,0.0,-8.8
1703,Annie Kustoff,Iowa,8.875,4.368181818181818,2018,9.675,9.675,0.0,0.8
1704,Emily Milliet,Lindenwood,9.35,5.539705882352941,2017,0.0,0.0,0.0,-9.35
1705,Carly Israel,Yale,9.3,7.15,2018,0.0,0.0,0.0,-9.3
1706,Sarah Liddle,UC Davis,9.5,7.707142857142857,2017,9.9,9.665,9.83,0.4
1707,Rachel Schuelke-Lombardi,UC Davis,8.95,5.65,2022,0.0,0.0,0.0,-8.95
1708,Sierra Coonts,UW-Stout,8.925,6.637499999999999,2018,9.125,8.82,8.91,0.2
1709,Abby Johnston,Nebraska,8.3,8.3,2019,9.875,9.694,0.0,1.575
1710,Jade Degouveia,Oklahoma,0.0,0.0,2017,0.0,0.0,0.0,0.0
1711,Ashley Scarantino,Cortland State,7.8,7.0,2018,9.55,8.898,9.39,1.75
1712,Leah Messelt,Winona State,8.0,5.0633333333333335,2017,0.0,0.0,0.0,-8.0
1713,Megan Fayler,UW-Eau Claire,9.25,7.187500000000001,2017,9.65,9.287,9.575,0.4
1714,Cassie Ehmann,UW-Stout,9.175,6.7325,2018,9.1,8.683,0.0,-0.075
1715,Emma Johnson,Maryland,9.6,5.926724137931035,2017,0.0,0.0,0.0,-9.6
1716,Cassidy Marquette,Ithaca College,8.75,5.684375,2018,0.0,0.0,0.0,-8.75
1717,Kerra Masella,Temple,8.0,3.055555555555556,2017,0.0,0.0,0.0,-8.0
1718,Felicia Hano,UCLA,9.55,6.741666666666667,2017,9.875,9.718,9.863,0.325
1719,Madison Iannuzzo,Kent State,9.55,5.596875,2019,9.85,9.667,9.83,0.3
1720,Maddie Johnson,BYU,8.625,7.925,2009,9.85,9.664,9.805,1.225
1721,Amy Eck,Brockport,8.8,8.341666666666667,2018,9.55,9.22,9.49,0.75
1722,Alexis Allen,North Carolina,9.45,6.144642857142856,2017,9.75,9.322,9.505,0.3
1723,Breanna Murray,Winona State,0.0,0.0,2017,0.0,0.0,0.0,0.0
1724,Deanna Magro,Maryland,9.375,6.886842105263158,2017,0.0,0.0,0.0,-9.375
1725,Karen Howell,Illinois,9.725,6.920370370370371,2017,9.925,9.585,9.895,0.2
1726,Cora Geiger,Winona State,0.0,0.0,2018,0.0,0.0,0.0,0.0
1727,Rebecca Moore,Southern Utah,8.8,8.8,2011,0.0,0.0,0.0,-8.8
1728,Amanda Pedicelli,Towson,6.0,6.0,2022,9.775,9.645,0.0,3.775
1729,Maddison Smith,Cornell,8.725,5.241666666666667,2018,9.725,9.454,9.675,1.0
1730,Jada Czysz-DeBoer,Hamline,0.0,0.0,2018,0.0,0.0,0.0,0.0
1731,Bridget Dean,LSU,9.725,7.458928571428571,2019,9.825,9.717,9.805,0.1
1732,Elyse Ryden,Ithaca College,8.275,7.375,2017,9.7,9.088,9.51,1.425
1733,Gabrielle Gallentine,Florida,9.225,8.899999999999999,2021,9.95,9.69,9.87,0.725
1734,Shania Adams,Alabama,9.625,5.63125,2021,9.975,9.81,9.935,0.35
1735,Brehanna Showers,Oklahoma,9.75,6.255,2018,9.9,9.844,9.855,0.15
1736,Katey Digiacomo,Illinois State,0.0,0.0,2018,0.0,0.0,0.0,0.0
1737,Haylee Courson,Southern Conn.,6.375,3.1875,2017,0.0,0.0,0.0,-6.375
1738,Morgan Hart,Arizona State,9.625,7.03125,2017,9.9,9.753,9.845,0.275
1739,Chloe Lorange,Nebraska,8.225,8.225,2021,9.825,9.745,9.77,1.6
1740,Halli Briscoe,Oregon State,9.675,6.862500000000001,2018,9.9,9.805,9.87,0.225
1741,Melissa Temkov,Towson,9.1,8.633333333333335,2017,9.775,9.594,0.0,0.675
1742,Dahlia Solorzano-Caruso,S.E. Missouri,8.775,8.775,2021,9.825,9.722,9.787,1.05
1743,Serena Baker,UIC,9.25,8.716666666666667,2017,9.875,9.748,9.865,0.625
1744,Emily Kelly,Kent State,9.15,5.6722222222222225,2018,9.625,9.14,0.0,0.475
1745,Katie Bailey,Alabama,9.775,7.275806451612904,2014,9.95,9.76,9.94,0.175
1746,Jah'Liyah Bedminster,LIU,9.125,9.125,2021,9.875,9.441,9.735,0.75
1747,Taylor Jackson,Springfield College,7.4,7.075,2017,9.65,8.981,9.425,2.25
1748,Angel Zhong,BYU,8.15,7.575,2017,9.875,9.768,9.845,1.725
1749,Taylor Chan,San Jose State,8.85,8.23,2017,9.825,9.584,9.775,0.975
1750,Ashlyn Kirby,LSU,9.65,6.513392857142858,2017,9.175,9.113,0.0,-0.475
1751,Mallory Leneave,Minnesota,9.225,9.225,2021,9.8,9.75,0.0,0.575
1752,Kaitlyn Hall,Rutgers,9.45,6.588157894736842,2017,9.825,9.666,9.76,0.375
1753,Grace Garcia,Stanford,8.9,5.5942307692307685,2019,9.875,9.575,9.645,0.975
1754,Kendra Benak,S.E. Missouri,8.7,5.358333333333333,2017,9.525,8.909,9.22,0.825
1755,Isabelle Wittebort,Michigan State,8.675,8.4375,2018,0.0,0.0,0.0,-8.675
1756,Alex Johnston,Bowling Green,8.95,5.9375,2017,9.725,9.05,9.57,0.775
1757,Sabrina Vega,Georgia,8.05,4.025,2017,0.0,0.0,0.0,-8.05
1758,Katrina Coca,Kentucky,9.675,7.4987499999999985,2016,9.9,9.738,9.9,0.225
1759,Tess Zientek,Towson,8.75,8.75,2018,9.875,9.682,9.835,1.125
1760,Alicia Boren,Florida,9.725,7.439655172413794,2016,9.95,9.827,9.9,0.225
1761,Macy Toronjo,UCLA,9.8,7.8113636363636365,2017,9.8,9.8,0.0,0.0
1762,Kirah Koshinski,West Virginia,9.6,6.876515151515152,2016,9.8,9.3,0.0,0.2
1763,Emma McLean,Michigan,9.475,6.924166666666666,2016,9.85,8.9,9.25,0.375
1764,Olivia Karas,Michigan,9.65,6.572058823529413,2016,9.95,9.801,9.925,0.3
1765,Sarah Means,Boise State,9.575,6.865217391304349,2016,9.85,9.667,9.82,0.275
1766,Jamie Stone,Ohio State,9.5,6.327678571428571,2016,9.85,9.635,9.785,0.35
1767,Sabrina Garcia,Penn State,9.675,7.487903225806452,2016,9.95,9.792,9.93,0.275
1768,Sylvie Seilnacht,California,9.475,6.9750000000000005,2016,0.0,0.0,0.0,-9.475
1769,Jackie Sampson,Sacramento State,9.55,6.908035714285715,2016,9.9,9.566,9.845,0.35
1770,Erika Muhaw,Utah,9.675,7.032407407407408,2016,0.0,0.0,0.0,-9.675
1771,Jenna Bresette,Alabama,9.65,6.3890625000000005,2016,0.0,0.0,0.0,-9.65
1772,Meredith LaRoche,Illinois State,9.5,6.7078125,2016,9.875,9.529,9.76,0.375
1773,Alexa Phillips,North Carolina State,9.45,6.8609374999999995,2016,9.7,9.5,0.0,0.25
1774,Caitlyn Fillard,North Carolina State,9.575,7.18611111111111,2016,9.875,9.758,9.835,0.3
1775,Sydney Converse,Iowa State,9.55,6.350925925925925,2016,9.85,9.569,0.0,0.3
1776,Amanda Huang,Ohio State,9.725,7.558333333333334,2017,9.875,9.744,9.82,0.15
1777,Haylee Roe,Illinois,9.7,7.297222222222222,2016,0.0,0.0,0.0,-9.7
1778,Ciara Gresham,Eastern Michigan,9.3,5.991935483870969,2016,0.0,0.0,0.0,-9.3
1779,Morgan Porter,Missouri,9.775,7.090624999999999,2016,9.925,9.787,9.895,0.15
1780,Kaitlin Green,Cornell,9.65,7.324137931034481,2016,9.9,9.698,9.865,0.25
1781,Sarah Lippowitsch,Kent State,9.475,7.26375,2016,9.85,9.68,9.795,0.375
1782,Meaghan Sievers,Iowa State,9.5,7.276249999999999,2016,9.9,9.729,9.895,0.4
1783,Claire Kern,Denver,9.825,7.469827586206898,2016,9.875,9.787,9.873,0.05
1784,Sienna Crouse,Nebraska,9.675,7.329807692307694,2018,9.975,9.809,9.93,0.3
1785,Michaelee Turner,Missouri,9.525,6.404629629629631,2016,0.0,0.0,0.0,-9.525
1786,Maya Washington,Washington,9.75,7.470000000000002,2017,9.9,9.753,9.87,0.15
1787,Shannon McNatt,Utah,9.6,7.134615384615383,2017,0.0,0.0,0.0,-9.6
1788,Kaprece Nadonza,San Jose State,9.6,6.8671875,2017,9.9,9.632,9.84,0.3
1789,Maggie Tamburro,North Carolina State,9.125,7.2749999999999995,2016,9.9,9.738,9.855,0.775
1790,Brittany West,Pittsburgh,9.45,6.930172413793103,2016,0.0,0.0,0.0,-9.45
1791,Skyler Sheppard,Arizona,9.575,7.072115384615384,2016,0.0,0.0,0.0,-9.575
1792,Allison Bower,Missouri,9.55,6.737499999999999,2016,9.85,9.721,9.775,0.3
1793,Angelina Giancroce,Alabama,9.475,7.195967741935484,2016,9.875,9.719,9.82,0.4
1794,Lyanda Dudley,Cornell,9.2,6.780681818181819,2016,9.825,9.549,9.805,0.625
1795,Rose Piorkowski,Iowa,9.375,6.27,2016,0.0,0.0,0.0,-9.375
1796,Stephanie Brock,Penn State,9.65,6.192857142857143,2011,9.7,9.7,0.0,0.05
1797,Tess McCracken,Penn State,9.75,6.424038461538462,2017,9.9,9.665,9.81,0.15
1798,Ashley Hiller,Florida,9.15,6.379687499999999,2016,0.0,0.0,0.0,-9.15
1799,Amanda Cheney,Florida,9.4,5.627083333333333,2016,0.0,0.0,0.0,-9.4
1800,Lauryn Mattson,Arizona,9.325,7.2065217391304355,2016,0.0,0.0,0.0,-9.325
1801,Rachel Binkley,Western Michigan,9.425,7.031578947368422,2016,0.0,0.0,0.0,-9.425
1802,Sidney Dukes,Kentucky,9.525,7.098958333333333,2016,9.875,9.722,9.855,0.35
1803,Corinne Belkoff,Arizona State,9.7,5.8758064516129025,2016,9.75,9.447,9.62,0.05
1804,Jenna Squillo,UIC,9.35,6.1,2016,9.825,9.596,9.775,0.475
1805,Brooke Kelly,Missouri,9.7,7.050000000000001,2016,9.9,9.684,9.86,0.2
1806,Julia McLaughlin,George Washington,9.425,6.899999999999999,2016,9.825,9.658,9.795,0.4
1807,Michelle Amoresano,Rutgers,9.575,6.934375000000001,2016,9.825,9.551,9.815,0.25
1808,Janelle McClelland,Ohio State,9.2,6.981250000000001,2016,0.0,0.0,0.0,-9.2
1809,Monica Riley,Washington,9.85,7.063392857142857,2017,9.95,9.807,9.905,0.1
1810,India Anderson,Temple,9.375,7.246428571428573,2016,9.1,8.925,0.0,-0.275
1811,Krista Collins,Pittsburgh,9.575,7.302586206896551,2016,9.725,9.339,9.645,0.15
1812,Aya Suzuki,UC Davis,9.625,7.550000000000001,2016,9.85,9.632,9.81,0.225
1813,Rachael Donovan,Illinois,9.6,6.567647058823529,2016,9.875,9.562,9.825,0.275
1814,Chelsea Shu,California,9.575,7.066346153846155,2017,9.9,9.725,9.855,0.325
1815,Kelly Martin,Iowa State,9.775,6.836184210526315,2016,0.0,0.0,0.0,-9.775
1816,Kaitlyn Szafranski,Arizona State,9.675,7.95,2018,9.775,9.721,9.76,0.1
1817,Yasmine Yektaparast,UC Davis,9.125,6.9556818181818185,2016,0.0,0.0,0.0,-9.125
1818,Diana Chesnok,Denver,9.7,7.418750000000001,2016,9.925,9.802,9.915,0.225
1819,Madeleine Huber,Missouri,9.65,6.070833333333334,2016,9.925,9.779,9.915,0.275
1820,Kaylin Mancari,Alaska,9.425,7.156250000000001,2016,9.7,9.122,9.515,0.275
1821,Riahanah Ali,Rutgers,9.45,7.040178571428571,2016,9.75,9.616,9.665,0.3
1822,Natasha Trejo,BYU,9.575,7.56796875,2016,9.875,9.716,9.815,0.3
1823,Katelyn Lentz,Arizona State,9.65,7.5181818181818185,2016,9.8,9.412,9.7,0.15
1824,Emily Briones,Utah State,9.45,5.593749999999999,2016,0.0,0.0,0.0,-9.45
1825,Josalyn Ray,San Jose State,9.35,7.064285714285713,2016,0.0,0.0,0.0,-9.35
1826,Grace Broadhurst,Denver,9.55,6.522222222222222,2019,9.775,9.775,0.0,0.225
1827,McKenna Singley,Oregon State,9.675,7.672826086956523,2016,9.9,9.702,9.875,0.225
1828,Carly Galpin,West Virginia,9.3,6.8013157894736835,2016,9.525,9.525,0.0,0.225
1829,Tiara Wright,West Virginia,9.625,7.335833333333333,2016,9.9,9.794,9.89,0.275
1830,Katie Morsefield,Bowling Green,9.275,8.89,2016,9.7,9.192,9.09,0.425
1831,Kailey Miller,Central Michigan,9.35,7.307608695652173,2016,9.85,9.67,9.83,0.5
1832,Aysia Sharif,Towson,9.325,7.018750000000001,2016,0.0,0.0,0.0,-9.325
1833,Roya Shirley,Michigan State,9.575,7.4369999999999985,2016,9.8,9.674,9.78,0.225
1834,Kristyn Hoffa,Washington,9.575,6.573148148148148,2017,0.0,0.0,0.0,-9.575
1835,Meghan Cash,Brockport,9.0,6.771153846153846,2016,9.675,9.174,9.56,0.675
1836,Stephanie Mager,Brockport,8.9,6.747727272727274,2016,9.375,9.138,9.285,0.475
1837,Kaitlyn Menzione,Ball State,9.475,6.1171875,2016,9.85,9.416,9.815,0.375
1838,Cheyenne Hill,BYU,9.45,7.410416666666667,2016,0.0,0.0,0.0,-9.45
1839,Xarria Lewis,Missouri,8.625,5.654166666666667,2016,0.0,0.0,0.0,-8.625
1840,Brittany Capozzi,Bridgeport,8.8,6.6975,2016,0.0,0.0,0.0,-8.8
1841,Avery Rickett,Alabama,9.15,6.8583333333333325,2016,0.0,0.0,0.0,-9.15
1842,Maryanna Peterson,Seattle Pacific,8.975,5.948529411764706,2016,9.85,9.375,9.685,0.875
1843,Sydney Finke,Ball State,9.075,6.530555555555556,2016,0.0,0.0,0.0,-9.075
1844,Morgan Wilson,Arizona State,9.625,7.074999999999998,2016,9.85,9.703,9.825,0.225
1845,Mary Elle Arduino,Towson,9.175,6.426562499999999,2016,9.875,9.609,9.76,0.7
1846,Kaitlyn Holley,Texas Woman's,9.2,6.780172413793103,2016,0.0,0.0,0.0,-9.2
1847,Mary Jacobsen,Oregon State,9.675,6.834259259259259,2016,9.95,9.776,9.9,0.275
1848,Rachael Underwood,Western Michigan,9.175,7.141666666666667,2016,9.825,9.622,9.775,0.65
1849,Cassidy Jung,Brown,9.025,5.0093749999999995,2016,0.0,0.0,0.0,-9.025
1850,Julia Beyer,Bowling Green,9.475,6.294444444444444,2017,9.85,9.458,9.38,0.375
1851,Kiya Bjorge,UW-Eau Claire,9.15,6.1765625,2016,0.0,0.0,0.0,-9.15
1852,Thomara Powell-Brown,Bridgeport,9.45,6.448333333333332,2016,9.85,9.662,9.82,0.4
1853,Carly Clark,Eastern Michigan,9.45,6.6764705882352935,2018,9.8,9.509,9.735,0.35
1854,Meghan Webb,Hamline,8.4,5.764285714285714,2016,0.0,0.0,0.0,-8.4
1855,Candis Kowalik,Brockport,8.8,6.858695652173913,2016,9.6,9.382,9.505,0.8
1856,Lauren Marshall,UW-Whitewater,8.95,6.952173913043478,2017,0.0,0.0,0.0,-8.95
1857,Charli Spivey,Pittsburgh,9.325,5.806666666666667,2017,0.0,0.0,0.0,-9.325
1858,Nuriya Mack,Kent State,9.35,5.907352941176471,2018,0.0,0.0,0.0,-9.35
1859,Julia Green,Brown,8.65,5.0875,2017,0.0,0.0,0.0,-8.65
1860,Malia Mackey,Cornell,8.9,4.291666666666666,2016,9.25,9.25,0.0,0.35
1861,Shynelle Agaran,Maryland,9.625,5.961363636363636,2016,9.875,9.605,9.825,0.25
1862,Roxanne Trachtenberg,Yale,9.325,6.711538461538461,2016,9.875,9.561,9.815,0.55
1863,Gianna Plaksa,Central Michigan,9.525,6.484374999999999,2016,9.9,9.711,9.895,0.375
1864,Aaliyah Kerr,William & Mary,8.7,6.516666666666667,2016,0.0,0.0,0.0,-8.7
1865,Justine Callis,Arizona State,9.4,6.823809523809524,2016,9.85,9.656,9.81,0.45
1866,Victoria Gery,Ithaca College,8.35,5.470833333333333,2016,0.0,0.0,0.0,-8.35
1867,Alberta Massey,Pennsylvania,9.125,6.1000000000000005,2016,0.0,0.0,0.0,-9.125
1868,Erika Houser,Bowling Green,9.15,6.543055555555555,2016,0.0,0.0,0.0,-9.15
1869,Amy Thomas,Ithaca College,8.9,4.902777777777778,2017,0.0,0.0,0.0,-8.9
1870,Miranda Murphy,Rhode Island College,8.05,5.738888888888889,2016,9.2,8.453,9.1,1.15
1871,Kaylee Cole,Stanford,9.75,6.72391304347826,2017,1.0,1.0,0.0,-8.75
1872,Alex Marks,Oklahoma,9.7,9.365,2016,9.9,9.862,9.895,0.2
1873,Ava Verdeflor,Penn State,9.8,7.360526315789474,2018,9.95,9.695,9.885,0.15
1874,Rachel Ley,Rutgers,9.45,6.232692307692307,2018,9.7,8.959,9.265,0.25
1875,Eileen Imbus,Arizona State,9.625,6.914814814814815,2016,9.825,9.617,9.78,0.2
1876,Savanna Maradiaga,BYU,9.575,7.469047619047619,2016,9.775,9.696,9.68,0.2
1877,Jiang Braley,Southern Utah,9.575,6.497058823529411,2019,0.0,0.0,0.0,-9.575
1878,Kiarra Alleyne,Yale,9.375,6.737500000000001,2016,0.0,0.0,0.0,-9.375
1879,Marissa Piper,Brockport,9.05,5.525,2016,9.575,9.049,9.49,0.525
1880,Mackenzie Packer,Centenary College,8.55,6.1781250000000005,2016,9.375,7.975,8.83,0.825
1881,Brooke Terry,UW-Stout,8.95,6.922916666666667,2017,9.6,9.257,9.405,0.65
1882,Rachel Hasting,UW-Stout,8.75,6.1535714285714285,2016,8.95,8.542,8.46,0.2
1883,Madison Dickson,Texas Woman's,9.35,5.375000000000001,2016,9.65,9.166,9.425,0.3
1884,Sabrina Schwab,Utah,9.725,6.179166666666667,2016,9.925,9.84,9.88,0.2
1885,Alaina Kwan,Kentucky,9.6,6.970454545454546,2017,9.875,9.712,9.855,0.275
1886,Roxanna Agah,UC Davis,9.425,6.1450000000000005,2018,0.0,0.0,0.0,-9.425
1887,Camille Johnson,UC Davis,9.45,6.65,2018,8.925,8.617,0.0,-0.525
1888,Brielle Nguyen,Illinois,8.575,5.427083333333333,2016,0.0,0.0,0.0,-8.575
1889,Jessica Wang,Yale,9.625,7.847916666666667,2016,9.925,9.738,9.895,0.3
1890,Mariana Murphy,Air Force,9.475,7.632142857142857,2016,9.875,9.557,9.84,0.4
1891,Dare Maxwell,Stanford,9.75,7.786538461538463,2016,9.9,9.718,9.84,0.15
1892,Kelli Chung,Nebraska,9.625,5.914062500000001,2019,9.7,9.633,9.62,0.075
1893,Lindsay Riggs,Cortland State,8.7,4.8100000000000005,2016,9.225,8.62,9.045,0.525
1894,Stephanie Relova,San Jose State,9.525,6.597619047619046,2017,9.825,9.662,9.82,0.3
1895,Danielle Spencer-Bearham,Arizona,9.75,7.281944444444444,2016,9.9,9.725,9.87,0.15
1896,Analise Howard,Air Force,9.5,7.702083333333333,2017,9.85,9.611,9.83,0.35
1897,Sofie Seilnacht,California,9.25,5.1875,2016,9.9,9.697,9.87,0.65
1898,Haley Lyons,Ithaca College,8.95,6.170454545454546,2016,9.3,9.043,9.185,0.35
1899,Taylor Churchill,Rhode Island College,8.825,5.620833333333334,2018,9.05,8.65,0.0,0.225
1900,Nicole Hoffman,Stanford,9.15,6.415789473684211,2016,0.0,0.0,0.0,-9.15
1901,Morgan Hagenbuch,Brown,8.625,6.607954545454546,2016,0.0,0.0,0.0,-8.625
1902,Christina Luniewicz,Cornell,9.275,6.625000000000002,2017,9.85,9.531,9.795,0.575
1903,Gabrielle Hechtman,Brown,8.675,5.482142857142858,2016,7.45,7.45,0.0,-1.225
