,Name,School,L10_High_UB,L10_Ave_UB,Freshman,NCAA_High_UB,NCAA_Ave_UB,UB_nqs,UB_delta
0,Emily Leese,Rutgers,8.8,5.598684210526316,2021,0.0,0.0,0.0,-8.8
1,Bridget Sullivan,West Chester,8.65,5.4265625,2022,0.0,0.0,0.0,-8.65
2,Megan Thompson,Arizona State,9.625,6.5566666666666675,2021,0.0,0.0,0.0,-9.625
3,Sloane Blakely,Florida,9.9,8.003846153846153,2022,9.9,9.709,9.867,0.0
4,Skyla Schulte,Michigan State,9.825,7.554032258064515,2022,9.95,9.836,9.885,0.125
5,Lali Dekanoidze,North Carolina,9.9,7.677000000000001,2022,9.95,9.863,9.85,0.05
6,Jocelyn Moore,Missouri,9.8,7.716666666666667,2022,9.85,9.8,0.0,0.05
7,Leah Smith,Towson,9.95,7.164090909090909,2019,9.85,9.695,9.845,-0.1
8,Alex Theodorou,Arizona State,9.625,9.625,2022,9.875,9.823,9.845,0.25
9,Jordan Bowers,Oklahoma,9.85,7.582142857142858,2022,9.975,9.919,9.95,0.125
10,Danielle Sievers,Oklahoma,9.825,7.246363636363638,2022,9.975,9.886,9.91,0.15
11,Tory Vetter,Ohio State,9.825,7.367592592592593,2022,9.8,9.8,0.0,-0.025
12,Alysen Fears,Arizona,9.9,7.570394736842105,2022,9.9,9.75,9.87,0.0
13,Lilly Hudson,Alabama,9.8,7.183000000000001,2022,9.925,9.862,9.895,0.125
14,Amari Celestine,Missouri,9.825,6.96,2022,9.9,9.707,9.83,0.075
15,Lana Navarro,Washington,9.7,7.421774193548387,2022,0.0,0.0,0.0,-9.7
16,Lauren Rutherford,North Carolina State,9.7,7.252857142857142,2022,9.925,9.758,9.855,0.225
17,Emily Mueller,Arizona,9.675,7.272368421052632,2022,9.85,9.706,9.805,0.175
18,Hannah Loyim,Iowa State,9.8,7.469285714285713,2022,9.9,9.771,9.81,0.1
19,Ella Chemotti,Eastern Michigan,9.725,7.102631578947368,2022,9.9,9.752,9.79,0.175
20,Marissa Rojas,Iowa,9.75,7.489999999999999,2022,9.8,9.665,0.0,0.05
21,Jaye Mack,Illinois State,9.7,6.579375000000002,2022,0.0,0.0,0.0,-9.7
22,Momoko Iwai,Denver,10.0,7.303846153846154,2022,0.0,0.0,0.0,-10.0
23,Emma Loyim,Boise State,9.75,7.202343750000001,2022,0.0,0.0,0.0,-9.75
24,Lindsay Ockler,S.E. Missouri,9.75,6.603571428571428,2022,9.925,9.802,9.865,0.175
25,Sidney Washington,Pittsburgh,9.775,7.5566666666666675,2022,9.85,9.72,9.825,0.075
26,Kaitlyn Grimes,Ohio State,9.8,5.346527777777778,2022,9.0,9.0,0.0,-0.8
27,Alyssa Vulaj,Boise State,9.575,6.734,2022,0.0,0.0,0.0,-9.575
28,Natalie Briones,Oregon State,9.85,6.870394736842107,2022,9.05,8.95,0.0,-0.8
29,Julia Knower,North Carolina,9.7,7.233088235294115,2022,9.825,9.754,9.815,0.125
30,Mya Lauzon,California,9.7,7.2390625,2022,9.85,9.833,0.0,0.15
31,Anna Leigh,West Virginia,9.8,6.851923076923079,2022,9.85,9.719,9.8,0.05
32,Kalyxta Gamiao,Arkansas,9.675,7.2437499999999995,2022,0.0,0.0,0.0,-9.675
33,Madison Greene,S.E. Missouri,9.425,5.949242424242424,2022,0.0,0.0,0.0,-9.425
34,Jenna Hlavach,Ohio State,9.5,5.866346153846154,2022,9.85,9.736,9.795,0.35
35,Jessica Johanson,Penn State,9.75,6.751428571428571,2022,9.85,9.784,9.815,0.1
36,Isabel Song,Pennsylvania,9.725,7.024137931034482,2022,9.85,9.665,9.775,0.125
37,Trinity Brown,Utah State,9.525,6.948387096774194,2022,0.0,0.0,0.0,-9.525
38,Haley Tyson,Minnesota,9.9,7.535833333333333,2022,0.0,0.0,0.0,-9.9
39,Ashley Blum,Washington,9.725,5.3679487179487175,2022,9.075,9.075,0.0,-0.65
40,Sara Hubbard,Auburn,9.15,4.099038461538463,2022,0.0,0.0,0.0,-9.15
41,Ruthuja Nataraj,Illinois,9.625,7.628571428571428,2022,0.0,0.0,0.0,-9.625
42,Abby Singh,Western Michigan,9.625,7.779166666666666,2022,0.0,0.0,0.0,-9.625
43,Sierra Muns,Texas Woman's,9.525,6.798529411764706,2022,9.15,9.15,0.0,-0.375
44,Josephine Kogler,Maryland,9.675,7.18203125,2022,0.0,0.0,0.0,-9.675
45,Victoria Gatzendorfer,Missouri,9.65,7.827083333333332,2022,9.85,9.787,0.0,0.2
46,Rachel Wilke,Iowa State,9.575,7.514130434782609,2022,0.0,0.0,0.0,-9.575
47,Emmalise Nock,Northern Illinois,9.425,6.671428571428571,2022,9.575,9.575,0.0,0.15
48,Sarah Stallings,Temple,9.85,7.758695652173914,2022,9.875,9.581,9.82,0.025
49,Josie Bergstrom,Iowa State,9.625,6.944354838709677,2022,0.0,0.0,0.0,-9.625
50,Makenzie Sedlacek,Arkansas,9.775,6.892499999999999,2022,9.7,9.7,0.0,-0.075
51,Mya Robinson,Illinois State,9.6,6.76923076923077,2022,0.0,0.0,0.0,-9.6
52,Marigold Garrett,Pennsylvania,9.725,5.742045454545454,2022,0.0,0.0,0.0,-9.725
53,Alana Fisher,Eastern Michigan,9.5,7.237500000000001,2022,0.0,0.0,0.0,-9.5
54,Isabella Garrett,Pennsylvania,9.475,6.982065217391306,2022,0.0,0.0,0.0,-9.475
55,Karlie Chavez,Oregon State,9.5,7.188999999999999,2022,0.0,0.0,0.0,-9.5
56,Emma Simpton,Nebraska,9.95,7.286184210526316,2022,9.85,9.458,9.715,-0.1
57,Alyssa Beaulieu,New Hampshire,9.5,7.309090909090911,2022,0.0,0.0,0.0,-9.5
58,Payton Gatzlaff,Lindenwood,9.25,6.902777777777778,2022,0.0,0.0,0.0,-9.25
59,Gracy Mowers,New Hampshire,9.225,6.063888888888888,2022,9.075,9.075,0.0,-0.15
60,Libby Garfoot,Pennsylvania,9.775,7.47265625,2019,9.9,9.52,9.74,0.125
61,Summer Simpkins,New Hampshire,9.575,6.033333333333334,2022,9.825,9.571,9.645,0.25
62,Sydney Beers,Cornell,9.5,6.922222222222221,2022,9.7,9.452,9.56,0.2
63,Ava Scafani,UC Davis,9.525,7.341666666666666,2022,9.85,9.705,9.805,0.325
64,Anna Pagliaro,Rutgers,9.225,6.858035714285714,2022,0.0,0.0,0.0,-9.225
65,Cami Weaver,Arkansas,9.35,6.024,2022,0.0,0.0,0.0,-9.35
66,Kathryn Weilbacher,Bowling Green,9.8,5.506818181818182,2022,9.85,9.52,0.0,0.05
67,Keanna Abraham,UC Davis,9.3,6.4107142857142865,2022,0.0,0.0,0.0,-9.3
68,Kiana Session,Bridgeport,9.45,7.118333333333334,2022,9.625,9.282,9.525,0.175
69,Emily Pires,UC Davis,9.0,6.799999999999999,2022,0.0,0.0,0.0,-9.0
70,Hannah Stallings,Temple,9.75,7.104807692307691,2022,9.825,9.681,9.755,0.075
71,Morgan Romeis,Southern Conn.,9.45,6.75625,2022,0.0,0.0,0.0,-9.45
72,Carley Beeman,Oregon State,9.7,7.262068965517242,2022,9.85,9.787,9.825,0.15
73,Cheyenne Pratola,Kent State,9.55,6.947222222222223,2022,0.0,0.0,0.0,-9.55
74,Hannah Clark,Cornell,9.525,5.551923076923077,2013,9.475,8.629,8.46,-0.05
75,Mallory Marcheli,Arizona State,9.85,7.526000000000002,2022,0.0,0.0,0.0,-9.85
76,Trinity Caffey,Lindenwood,9.225,5.442424242424244,2022,0.0,0.0,0.0,-9.225
77,Sophia Groth,Auburn,9.775,7.360795454545455,2022,9.925,9.828,9.875,0.15
78,Melissa Earl,BYU,9.525,7.523076923076923,2022,0.0,0.0,0.0,-9.525
79,Sierra Kondo,Maryland,9.55,7.646428571428572,2022,9.925,9.806,9.85,0.375
80,Rebekah Lashley,Pennsylvania,9.45,5.794736842105263,2022,0.0,0.0,0.0,-9.45
81,Emily Castiglia,Bowling Green,9.25,6.61875,2022,0.0,0.0,0.0,-9.25
82,Jillian Procasky,Kentucky,9.8,6.7124999999999995,2022,9.9,9.8,9.815,0.1
83,Blake Pascal,Boise State,9.1,7.307142857142856,2022,0.0,0.0,0.0,-9.1
84,Maya Jones,Rutgers,9.425,6.769642857142857,2022,9.55,8.85,0.0,0.125
85,Gabrielle Winstead,UW-Stout,9.05,5.332258064516129,2022,0.0,0.0,0.0,-9.05
86,Keeley Smith,New Hampshire,9.375,9.08125,2009,9.8,9.66,9.765,0.425
87,Rachel Chesley,UW-La Crosse,9.375,6.545714285714286,2022,9.7,9.341,9.44,0.325
88,Caroline Blatchford,William & Mary,9.45,6.135714285714286,2022,9.675,9.64,0.0,0.225
89,Lauren Keener,Towson,9.625,7.380208333333334,2022,9.9,9.793,9.82,0.275
90,Katherine Weyhmiller,San Jose State,9.475,7.4,2022,9.85,9.75,9.73,0.375
91,Olivia Imbarlina,Bridgeport,9.025,6.0076086956521735,2022,9.55,9.483,0.0,0.525
92,Grace Gilman,Sacramento State,9.25,5.866666666666666,2022,9.075,9.075,0.0,-0.175
93,Sydney Kraez,Pennsylvania,9.625,7.304166666666666,2019,9.875,9.794,9.81,0.25
94,Kate Michelini,Cornell,9.325,7.195,2022,9.825,9.527,9.775,0.5
95,Olivia Bowsman,Illinois,9.625,5.799999999999999,2022,0.0,0.0,0.0,-9.625
96,Trinity Johnson,San Jose State,9.75,5.687499999999999,2022,0.0,0.0,0.0,-9.75
97,Isabela Krulich,UW-Stout,8.85,6.5166666666666675,2022,9.15,8.8,0.0,0.3
98,Tessa Volpe,Air Force,9.65,6.847222222222222,2022,0.0,0.0,0.0,-9.65
99,Emma David,Yale,8.75,5.999999999999999,2022,8.775,8.775,0.0,0.025
100,Amari Evans,Utah State,9.8,7.118571428571429,2022,9.0,9.0,0.0,-0.8
101,Lindsey Smith,Illinois,8.0,8.0,2009,0.0,0.0,0.0,-8.0
102,Richella Velarmino,UW-Whitewater,9.1,5.683333333333334,2022,9.825,9.286,9.48,0.725
103,Mia Davis,Towson,9.3,6.20625,2022,0.0,0.0,0.0,-9.3
104,Addie Liebhardt,Brown,9.25,8.941666666666666,2022,0.0,0.0,0.0,-9.25
105,Kara Welsh,UW-Whitewater,9.475,6.013235294117646,2022,0.0,0.0,0.0,-9.475
106,Athlyn Drage,Maryland,9.6,7.001136363636363,2022,9.8,9.5,9.44,0.2
107,Ayla McKean,Air Force,9.55,7.18671875,2022,9.85,9.76,9.81,0.3
108,Hailey Merchant,North Carolina State,9.85,7.150641025641025,2022,9.875,9.681,9.805,0.025
109,Natalie Marshall,West Chester,9.175,4.334375,2022,0.0,0.0,0.0,-9.175
110,Maya Belog,Springfield College,9.0,6.584375,2022,0.0,0.0,0.0,-9.0
111,Maya Pecoraro,Brockport,9.025,5.6375,2022,0.0,0.0,0.0,-9.025
112,Kaylie Goodwin,Ithaca College,8.55,5.608333333333333,2022,9.075,8.856,0.0,0.525
113,Marlena Bailey,Ithaca College,8.85,5.942857142857141,2022,9.6,9.189,9.415,0.75
114,Dallas Rachal,Ithaca College,8.1,5.8875,2022,0.0,0.0,0.0,-8.1
115,Skye Cohen,Ithaca College,8.575,4.865625,2022,9.4,8.975,9.285,0.825
116,Rianna Adams,Cortland State,9.275,6.410416666666666,2022,9.725,9.08,9.365,0.45
117,Lily Ramsdell,Hamline,8.8,8.600000000000001,2022,8.95,8.812,0.0,0.15
118,Nyah Reader,S.E. Missouri,9.15,6.069117647058825,2022,0.0,0.0,0.0,-9.15
119,Caitlin Pellegrino,Ithaca College,7.875,7.8625,2022,0.0,0.0,0.0,-7.875
120,Oren Aviad,Yale,9.525,9.525,2022,9.775,9.508,9.71,0.25
121,Brynn Freehling,West Virginia,9.325,5.258823529411764,2022,0.0,0.0,0.0,-9.325
122,Nicole Lonski,Ithaca College,9.15,6.2906249999999995,2022,9.75,9.419,9.62,0.6
123,Olivia Keyes,Rhode Island College,9.05,6.712500000000001,2022,9.525,9.315,9.4,0.475
124,Hannah Appleget,Lindenwood,9.5,6.535000000000001,2022,9.85,9.134,9.57,0.35
125,Summer Ruskey,Temple,9.5,6.461363636363636,2022,0.0,0.0,0.0,-9.5
126,Sarah Zois,George Washington,9.275,5.923684210526317,2022,0.0,0.0,0.0,-9.275
127,Grace Wehry,Kent State,9.475,6.689705882352942,2022,0.0,0.0,0.0,-9.475
128,Brayden Battavio,Rutgers,9.525,6.271052631578947,2022,8.825,8.825,0.0,-0.7
129,Brooke Alban,West Virginia,9.5,7.047826086956521,2022,9.875,9.703,9.78,0.375
130,Brooke McNamara,Bowling Green,8.85,7.016000000000001,2022,0.0,0.0,0.0,-8.85
131,Ciana Rios,Southern Conn.,9.375,6.195833333333333,2022,9.725,9.275,9.295,0.35
132,Jillian Freyman,Ithaca College,8.9,6.571621621621623,2022,0.0,0.0,0.0,-8.9
133,Brooke Burkhart,Southern Conn.,8.15,5.513636363636364,2022,0.0,0.0,0.0,-8.15
134,Caitlyn Allen,West Chester,9.6,7.007692307692308,2022,9.6,9.305,0.0,0.0
135,Madison Zimmerman,Ursinus College,8.55,6.211363636363636,2022,0.0,0.0,0.0,-8.55
136,Daria Gregory,Ursinus College,8.8,6.236538461538461,2022,0.0,0.0,0.0,-8.8
137,Gabrielle Nadler,Cortland State,8.0,5.264285714285714,2022,8.35,7.94,0.0,0.35
138,Heidi Hartje,West Virginia,8.175,5.120588235294118,2022,0.0,0.0,0.0,-8.175
139,Alyssa Wilson,Central Michigan,8.175,7.941666666666666,2011,9.875,9.725,9.8,1.7
140,Kailey Ferri,Rhode Island College,7.75,4.851470588235292,2022,8.55,8.246,8.27,0.8
141,Olivia Stinnette,Brockport,8.85,6.012499999999999,2022,0.0,0.0,0.0,-8.85
142,Catherine Bare,William & Mary,9.475,5.748214285714286,2022,9.65,9.156,0.0,0.175
143,Anna Hill,Temple,9.525,4.212878787878788,2022,0.0,0.0,0.0,-9.525
144,Kaitlin Garcia,Oregon State,9.275,6.877272727272728,2022,0.0,0.0,0.0,-9.275
145,Angel Lee,Southern Conn.,9.4,6.1987499999999995,2022,0.0,0.0,0.0,-9.4
146,Gabrielle Jorden,Bridgeport,9.075,5.883333333333333,2022,9.725,9.161,9.26,0.65
147,Taylor Gull,Southern Utah,8.7,5.882142857142858,2022,0.0,0.0,0.0,-8.7
148,Megan Workman,Southern Conn.,8.775,6.0,2022,0.0,0.0,0.0,-8.775
149,Elia Aird,Rutgers,9.75,7.4959999999999996,2022,9.15,9.15,0.0,-0.6
150,Maddie Jones,Arkansas,9.6,9.25,2022,9.925,9.765,9.855,0.325
151,Alana Laster,Illinois State,9.625,6.855555555555554,2022,9.8,9.492,9.705,0.175
152,Janelle Lopez,S.E. Missouri,9.5,6.426,2022,9.45,8.955,0.0,-0.05
153,Makenzie Wilson,Kentucky,9.35,6.241428571428571,2022,0.0,0.0,0.0,-9.35
154,Sarah Wilson,Yale,9.675,7.244270833333332,2022,9.825,9.534,9.795,0.15
155,Chloe Armentor,Centenary College,9.1,6.35921052631579,2022,9.025,8.7,0.0,-0.075
156,Emma Lavelle,Centenary College,9.5,7.048214285714286,2022,9.0,8.829,8.795,-0.5
157,Emma Brkljacic,Northern Illinois,8.475,4.084375,2022,0.0,0.0,0.0,-8.475
158,Ashley Morgan,Stanford,9.075,5.016666666666667,2010,9.925,9.754,9.895,0.85
159,Emma Davies,Pennsylvania,9.475,6.985294117647059,2022,0.0,0.0,0.0,-9.475
160,Peyton Childs,North Carolina State,9.725,7.538043478260871,2022,9.85,9.556,0.0,0.125
161,Olivia Williams,Bowling Green,9.125,5.852777777777778,2021,0.0,0.0,0.0,-9.125
162,Libby Allen,Southern Conn.,8.3,4.31875,2022,0.0,0.0,0.0,-8.3
163,Molly Froman,Southern Conn.,9.325,7.075000000000001,2022,0.0,0.0,0.0,-9.325
164,Emma Brittingham,UW-Stout,9.5,5.0575,2022,9.325,9.287,0.0,-0.175
165,Erica Cooper,Ball State,9.5,6.158552631578948,2022,0.0,0.0,0.0,-9.5
166,Nicole Jackson,Brockport,9.4,2.7203125000000004,2019,9.65,9.385,9.495,0.25
167,Grace Anne Davis,Missouri,9.075,6.0357142857142865,2022,0.0,0.0,0.0,-9.075
168,Mya Pringle,Rutgers,9.8,7.086538461538462,2022,9.8,9.692,9.79,0.0
169,Isabelle Schaefer,North Carolina,9.825,7.86764705882353,2022,9.925,9.812,9.865,0.1
170,Brynne Tsipis,Kent State,9.7,7.276851851851854,2022,9.8,9.8,0.0,0.1
171,Marissa Jencks,Minnesota,9.7,7.278846153846152,2022,0.0,0.0,0.0,-9.7
172,Alexa Ebeling,Iowa,8.925,5.75,2022,0.0,0.0,0.0,-8.925
173,Halle Rourke,Nebraska,9.375,6.6499999999999995,2022,0.0,0.0,0.0,-9.375
174,Carley Scott,Lindenwood,9.575,7.0121794871794885,2022,9.825,9.556,9.705,0.25
175,Camdyn McSweeney,Winona State,8.425,5.688157894736842,2022,0.0,0.0,0.0,-8.425
176,Anne Marie Kuebler,William & Mary,8.6,8.331249999999999,2022,0.0,0.0,0.0,-8.6
177,Ellery Werner,Northern Illinois,9.125,4.51875,2022,0.0,0.0,0.0,-9.125
178,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0,0.0
179,Molly Arnold,Utah State,9.425,6.054861111111111,2022,9.825,9.594,0.0,0.4
180,Eliza Millar,BYU,9.575,6.692105263157894,2022,0.0,0.0,0.0,-9.575
181,Nikki Beckwith,Penn State,9.75,7.256250000000001,2022,9.9,9.566,9.8,0.15
182,Lia Kmieciak,Central Michigan,9.9,7.182692307692307,2022,9.875,9.825,9.815,-0.025
183,Gianna Antonio,Eastern Michigan,9.05,6.632499999999999,2022,0.0,0.0,0.0,-9.05
184,Sarah Kuper,William & Mary,9.45,6.081250000000001,2022,9.8,9.48,9.705,0.35
185,Alana Anderson,Northern Illinois,9.65,5.49,2022,9.9,9.4,0.0,0.25
186,Molly Freeman,Western Michigan,9.475,7.017857142857143,2022,9.85,9.561,9.81,0.375
187,Mia Lucero,UW-Oshkosh,9.4,5.7725,2022,0.0,0.0,0.0,-9.4
188,Lucy Lehman,North Carolina State,9.05,5.333823529411765,2022,0.0,0.0,0.0,-9.05
189,Lexi Bornhorn,Bowling Green,9.4,7.197727272727271,2022,9.825,9.402,9.71,0.425
190,Avah Anthes,Central Michigan,9.15,7.370833333333334,2022,0.0,0.0,0.0,-9.15
191,Kristina Rodriguez,West Chester,9.25,6.1078125000000005,2022,9.8,9.571,9.645,0.55
192,Baylie Lawrence,Bowling Green,9.125,6.325000000000001,2022,0.0,0.0,0.0,-9.125
193,Lili Guy,Gustavus Adolphus,9.05,6.2406250000000005,2022,8.9,8.9,0.0,-0.15
194,Sophie Chandler,William & Mary,8.7,5.4192307692307695,2022,0.0,0.0,0.0,-8.7
195,Laken Sooy,Brockport,9.075,6.0874999999999995,2022,0.0,0.0,0.0,-9.075
196,Katelyn Nels,William & Mary,8.2,3.125,2022,0.0,0.0,0.0,-8.2
197,Delaney Cienkus,UW-Oshkosh,9.05,5.241176470588236,2022,0.0,0.0,0.0,-9.05
198,Steph Macasu,Towson,9.625,9.391666666666667,2022,9.9,9.795,9.855,0.275
199,Sarah Wozniak,William & Mary,9.55,7.548958333333333,2022,9.85,9.68,9.735,0.3
200,Alyssa Guns,Kent State,9.55,5.65462962962963,2022,0.0,0.0,0.0,-9.55
201,Ellie Cacciola,Southern Utah,9.15,6.341071428571428,2022,0.0,0.0,0.0,-9.15
202,Clara Hong,Towson,9.9,7.517857142857144,2022,9.9,9.784,9.84,0.0
203,Jessica Taylor,UW-La Crosse,9.25,5.960714285714286,2022,9.075,8.863,0.0,-0.175
204,Katie Kuenemann,Nebraska,9.325,6.26,2022,0.0,0.0,0.0,-9.325
205,Kira Sanchez,LIU,9.225,6.432142857142858,2022,9.725,9.107,9.51,0.5
206,Leilani Zander,Air Force,9.5,7.230952380952383,2022,9.6,9.6,0.0,0.1
207,Emily Six,Texas Woman's,8.15,5.459615384615384,2022,0.0,0.0,0.0,-8.15
208,Catherine Aucoin,Bridgeport,9.225,6.391071428571428,2022,9.6,9.056,9.27,0.375
209,Carissa Martinez,Centenary College,8.6,5.095833333333333,2022,0.0,0.0,0.0,-8.6
210,Alisha Anderson,Hamline,8.875,6.475,2009,9.4,8.857,9.115,0.525
211,Megan Matteucci,Ursinus College,8.7,5.5578125,2022,9.25,9.022,9.13,0.55
212,Lauren Hsu,Michigan State,8.75,4.3113636363636365,2022,0.0,0.0,0.0,-8.75
213,Micheala Gentry,San Jose State,9.05,4.9575,2022,0.0,0.0,0.0,-9.05
214,Elizabeth Blessley,Ithaca College,8.825,6.472222222222221,2022,8.5,8.5,0.0,-0.325
215,Lauren Pearl,Minnesota,9.45,6.079464285714285,2022,0.0,0.0,0.0,-9.45
216,Delaney LaViolette,Springfield College,8.4,5.388235294117648,2022,0.0,0.0,0.0,-8.4
217,Katrina Mendez Abolnik,Bowling Green,9.4,6.046875000000001,2022,9.825,9.543,9.695,0.425
218,Elise Tisler,Towson,9.375,5.8014705882352935,2022,0.0,0.0,0.0,-9.375
219,Grace Anne Davis,Missouri,9.55,6.859722222222222,2022,0.0,0.0,0.0,-9.55
220,Bryce Stoltz,Winona State,8.8,4.463333333333333,2022,9.375,9.071,9.14,0.575
221,Madison Dorunda,Temple,9.6,7.036538461538463,2022,9.475,9.475,0.0,-0.125
222,Oren Aviad,Yale,9.525,9.525,2022,9.775,9.508,9.71,0.25
223,Jordyn Paradise,Alabama,9.9,7.363392857142857,2022,9.85,9.825,0.0,-0.05
224,Kielyn McCright,Utah State,9.7,4.591666666666666,2022,0.0,0.0,0.0,-9.7
225,Erin Davis,Nebraska,8.7,8.008333333333333,2009,0.0,0.0,0.0,-8.7
226,Alayna Fern,UW-Whitewater,9.075,3.1125,2022,0.0,0.0,0.0,-9.075
227,Samantha Zeilinger,UW-Oshkosh,9.05,6.1571428571428575,2022,9.7,9.419,9.485,0.65
228,Emerson Adams,Texas Woman's,9.4,7.111206896551724,2022,0.0,0.0,0.0,-9.4
229,Bailey Thomas,UW-Eau Claire,7.6,7.316666666666666,2022,9.1,7.25,0.0,1.5
230,Elaina McGovern,Boise State,9.45,6.974264705882353,2022,0.0,0.0,0.0,-9.45
231,Simone Dumas-Guzman,Sacramento State,8.75,3.4074999999999998,2022,0.0,0.0,0.0,-8.75
232,Emma Lewis,Eastern Michigan,9.35,4.279999999999999,2022,0.0,0.0,0.0,-9.35
233,Halle Faulkner,Western Michigan,9.525,6.409090909090908,2022,9.775,9.6,0.0,0.25
234,Heidi Schooley,BYU,8.7,4.776923076923077,2022,0.0,0.0,0.0,-8.7
235,Shreya Munshi,Southern Conn.,9.275,6.394444444444445,2022,9.65,9.045,0.0,0.375
236,Sarah Shaffer,Arkansas,9.7,5.4769736842105265,2018,9.95,9.741,9.92,0.25
237,Grace Montague,Ithaca College,8.85,6.297222222222222,2022,8.975,8.975,0.0,0.125
238,Rebekah Smith,Hamline,9.75,5.25,2011,8.975,8.259,8.505,-0.775
239,Rylee Gallmeyer,Western Michigan,9.125,2.8475,2022,0.0,0.0,0.0,-9.125
240,Sidney Wilson,Southern Conn.,0.0,0.0,2022,0.0,0.0,0.0,0.0
241,Andrea O'Connell,UW-Eau Claire,6.05,3.916666666666667,2022,0.0,0.0,0.0,-6.05
242,Gabriella Meccia,Air Force,8.85,4.561111111111111,2022,0.0,0.0,0.0,-8.85
243,Deiah Moody,Washington,9.8,7.962500000000001,2022,9.875,9.553,9.73,0.075
244,Madelyn Williams,California,9.875,7.709677419354838,2022,9.925,9.879,9.905,0.05
245,Alyssa Wiggins,Bridgeport,9.4,6.633749999999999,2022,9.325,9.3,0.0,-0.075
246,Rachel Katz,George Washington,9.7,7.4468749999999995,2022,9.85,9.729,9.795,0.15
247,Isabella Sissi,Northern Illinois,9.65,5.627205882352942,2022,9.8,9.488,0.0,0.15
248,Ellery Werner,Northern Illinois,9.125,4.51875,2022,0.0,0.0,0.0,-9.125
249,Athlyn Drage,Maryland,9.6,7.001136363636363,2022,9.8,9.5,9.44,0.2
250,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0,0.0
251,Katie Sawyer,Michigan State,9.05,9.025,2022,0.0,0.0,0.0,-9.05
252,Gillian Cummins,UW-Stout,8.0,5.94375,2022,9.225,9.119,0.0,1.225
253,Marlee York,George Washington,9.525,6.88157894736842,2022,0.0,0.0,0.0,-9.525
254,Anne Marie Kuebler,William & Mary,9.275,7.5839285714285705,2022,0.0,0.0,0.0,-9.275
255,Taija Wells,Sacramento State,9.275,6.025,2022,0.0,0.0,0.0,-9.275
256,Sage Thompson,Utah,9.9,7.2594594594594595,2022,10.0,9.887,9.918,0.1
257,Gabrielle Stephen,Michigan State,9.55,6.884615384615385,2022,9.85,9.734,9.81,0.3
258,Ayzhia Hall,Nebraska,9.425,6.482291666666668,2022,0.0,0.0,0.0,-9.425
259,Lainey Hunt,Texas Woman's,9.85,6.183333333333335,2022,0.0,0.0,0.0,-9.85
260,Taylor Schulze,Brown,9.55,6.615277777777778,2022,9.85,9.757,9.83,0.3
261,Jordan Coleman,West Chester,9.4,7.269230769230769,2022,9.85,9.625,9.76,0.45
262,Jacey Vore,Michigan,9.925,7.375925925925926,2022,9.925,9.766,9.895,0.0
263,Jewel Clark,Temple,9.325,6.203571428571429,2022,8.775,8.775,0.0,-0.55
264,Sophia Konieczny,San Jose State,9.7,7.537,2022,0.0,0.0,0.0,-9.7
265,Macy Jennings,North Carolina State,8.825,5.840384615384615,2022,0.0,0.0,0.0,-8.825
266,Emma Malabuyo,UCLA,9.9,7.75,2022,9.875,9.764,9.83,-0.025
267,Sara Beck,UW-La Crosse,8.45,6.639285714285715,2022,9.6,8.933,8.8,1.15
268,Emma Grace Sargent,Brockport,9.35,8.1625,2022,9.7,9.402,9.62,0.35
269,Karsyn Foster,LIU,9.45,4.7203125,2022,0.0,0.0,0.0,-9.45
270,Emelia Diaz,Southern Conn.,7.8,4.291666666666667,2022,0.0,0.0,0.0,-7.8
271,Sarah Cohen,Georgia,9.6,7.004166666666666,2022,0.0,0.0,0.0,-9.6
272,Kaylee Cooper,Lindenwood,9.65,6.952999999999999,2022,9.8,9.2,9.72,0.15
273,Isabella Hughes,Rutgers,9.4,6.3125,2022,0.0,0.0,0.0,-9.4
274,Ella Wilson,UW-Oshkosh,9.2,6.503846153846154,2022,0.0,0.0,0.0,-9.2
275,Brianna Weikel,Hamline,7.9,6.9399999999999995,2022,9.225,8.375,8.205,1.325
276,Mikelle Ballard,Utah State,8.55,5.975675675675676,2021,0.0,0.0,0.0,-8.55
277,Delanie Harkness,Michigan State,9.775,7.183783783783785,2021,9.95,9.833,9.905,0.175
278,Breckin Quoss,Western Michigan,9.55,5.232142857142858,2022,9.825,9.562,0.0,0.275
279,Alyssa Al-Ashari,Northern Illinois,9.775,5.413461538461539,2021,9.875,9.766,9.81,0.1
280,Olivia Weir,Maryland,9.775,6.987500000000002,2021,9.8,9.519,9.72,0.025
281,Nicole Wojcik,Lindenwood,9.75,7.724999999999999,2021,9.85,9.638,9.795,0.1
282,Ellen Collins,West Virginia,9.0,5.633823529411766,2021,0.0,0.0,0.0,-9.0
283,Caroline Cascadden,West Chester,8.525,6.122222222222222,2022,0.0,0.0,0.0,-8.525
284,Jennifer Miller,Wilson College,7.925,3.7312499999999997,2012,7.075,6.268,6.77,-0.85
285,Jessica Johnson,Hamline,9.5,5.479166666666666,2009,9.75,9.065,9.71,0.25
286,Mia Rose Thackston,Temple,0.0,0.0,2021,0.0,0.0,0.0,0.0
287,Silje Hildebrand,Alaska,8.25,4.23,2022,0.0,0.0,0.0,-8.25
288,Jena Swanson,Missouri,9.5,7.184615384615386,2021,9.825,9.756,0.0,0.325
