,Name,School,L10_High_FX,L10_Ave_FX,Freshman,NCAA_High_FX,NCAA_Ave_FX,FX_nqs,FX_delta
580,Cassi Barbanente,Arizona State,9.35,7.391666666666667,2021,0.0,0.0,0.0,-9.35
581,Grace Costello,William & Mary,9.575,7.013235294117648,2021,9.75,9.633,0.0,0.175
582,Skye Harper,Arizona State,9.65,6.4234374999999995,2022,0.0,0.0,0.0,-9.65
583,Meghan Bell,Ithaca College,9.0,5.053125,2022,9.6,9.382,9.39,0.6
584,Aya Mahgoub,Temple,9.45,6.042647058823529,2016,0.0,0.0,0.0,-9.45
585,Sierra Brooks,Michigan,9.875,7.678571428571427,2021,9.975,9.873,9.955,0.1
586,Kiya Johnson,LSU,9.925,6.918103448275863,2021,10.0,9.951,9.98,0.075
587,Chloe Widner,Stanford,9.85,7.125694444444445,2021,9.85,9.825,0.0,0.0
588,Kai Rivers,LSU,9.825,7.042073170731707,2022,0.0,0.0,0.0,-9.825
589,Makarri Doggette,Alabama,9.9,7.744047619047617,2021,9.9,9.606,0.0,0.0
590,Helen Hu,Missouri,9.825,7.812500000000001,2022,0.0,0.0,0.0,-9.825
591,Raena Worley,Kentucky,9.925,7.5977272727272736,2021,9.975,9.919,9.96,0.05
592,Aria Brusch,Auburn,9.75,6.565517241379309,2021,9.9,9.786,9.863,0.15
593,Kianna Yancey,West Virginia,9.625,6.908749999999999,2021,9.9,9.826,9.875,0.275
594,Mia Takekawa,Illinois,9.725,7.399242424242424,2021,9.925,9.81,9.865,0.2
