,Name,School,L10_High_BB,L10_Ave_BB,Freshman,NCAA_High_BB,NCAA_Ave_BB,BB_nqs
664,Joanna Chambers,Bridgeport,9.425,6.846250000000001,2022,0.0,0.0,0.0
665,Kyla Podges,Texas Woman's,9.45,6.751851851851851,2021,9.825,9.681,9.785
666,Cameron Kelperis,San Jose State,9.5,7.076785714285714,2021,9.7,9.3,0.0
667,Jori Jackard,Michigan State,9.625,6.296794871794872,2021,9.775,9.775,0.0
668,Emma Ingrassia,Southern Utah,9.45,6.825925925925926,2021,0.0,0.0,0.0
669,Larissa Biette,New Hampshire,9.575,6.647916666666667,2021,0.0,0.0,0.0
670,Camille Vitoff,Towson,9.575,7.063636363636365,2021,9.85,9.661,9.745
671,Ella Poley,Brown,9.425,6.432692307692308,2022,0.0,0.0,0.0
672,Hadley Hamar,Utah State,9.4,6.7101851851851855,2021,0.0,0.0,0.0
673,Aubrey Nick,Iowa,9.425,7.233620689655173,2021,9.825,9.652,9.805
674,Madeline Tyau,Southern Utah,9.575,6.6736111111111125,2022,9.3,9.3,0.0
675,Gayla Griswold,Lindenwood,9.5,7.431617647058823,2021,9.825,9.595,9.77
676,Taylor Waldo,Ball State,9.6,7.37093023255814,2021,9.9,9.668,9.85
677,Julia Waight,Illinois,9.525,7.207142857142859,2021,0.0,0.0,0.0
678,Allyson Steffensmeier,Iowa,9.475,6.6734375,2021,0.0,0.0,0.0
679,Anna Sumner,Auburn,9.525,7.071153846153846,2021,0.0,0.0,0.0
680,Aleka Tsiknias,Maryland,9.725,6.77125,2021,0.0,0.0,0.0
681,Audrey Kaufman,UW-La Crosse,9.4,7.206818181818179,2021,9.65,9.279,9.31
682,Julianna Weil,North Carolina,9.525,6.767500000000001,2021,0.0,0.0,0.0
683,Amy Stewart,Towson,9.325,6.629545454545455,2021,0.0,0.0,0.0
684,Cameryn Nichols,Ithaca College,9.475,7.5874999999999995,2022,0.0,0.0,0.0
685,Kaitlyn Bertola,Rutgers,9.35,6.569642857142857,2022,0.0,0.0,0.0
686,Ciara Ward,Pittsburgh,9.75,6.928947368421053,2021,0.0,0.0,0.0
687,Maya Ford,Iowa State,9.225,5.39423076923077,2022,0.0,0.0,0.0
688,Taylor Pitchell,Central Michigan,9.525,7.063095238095238,2021,9.65,9.375,0.0
689,Katherine Shek,George Washington,9.55,5.5560606060606075,2021,9.825,9.692,9.805
690,Annie Corbett,Gustavus Adolphus,9.45,6.55,2021,9.625,9.232,9.195
691,Lexi Powe,Illinois,9.15,6.358928571428572,2021,0.0,0.0,0.0
692,Beth Lazarus,Texas Woman's,9.275,7.300000000000001,2022,8.95,8.95,0.0
693,Christin Bandy,Illinois State,9.2,6.296250000000001,2021,0.0,0.0,0.0
694,Hailey Vultaggio,Southern Utah,9.375,7.272727272727273,2021,9.9,9.687,9.86
695,Shruthi Anand,North Carolina State,9.325,5.24264705882353,2022,0.0,0.0,0.0
696,Mina Margraf,BYU,9.55,7.845833333333333,2022,9.875,9.614,9.77
697,Gabby McLaughlin,Auburn,9.35,9.35,2021,9.975,9.821,9.935
698,Maya Albertin,Minnesota,9.525,6.928703703703705,2021,0.0,0.0,0.0
699,Tori Loomis,Michigan State,8.975,8.975,2022,0.0,0.0,0.0
700,Amber Boll,Air Force,9.625,6.759375,2022,9.825,9.475,0.0
701,Bella Salcedo,Penn State,9.65,9.39375,2022,9.85,9.639,9.79
702,Erin Hutchison,Pittsburgh,9.475,6.551470588235293,2022,0.0,0.0,0.0
703,Sophie Silverstein,North Carolina,8.9,6.684523809523808,2021,0.0,0.0,0.0
704,Christina Leikam,UW-Eau Claire,9.4,6.253333333333334,2021,9.45,8.816,9.045
705,Jolie Miller,S.E. Missouri,9.35,6.2175,2021,9.9,9.614,9.77
706,Jenna Dunn,Oklahoma,9.8,7.3940789473684205,2021,9.925,9.797,9.905
707,Leilani Johnson,Centenary College,8.85,4.8583333333333325,2021,0.0,0.0,0.0
708,McKenzie Eddy,Illinois,9.45,6.708333333333334,2022,9.8,9.275,0.0
709,Rhea Leblanc,Maryland,9.1,6.7924999999999995,2022,0.0,0.0,0.0
710,Amanda Loo,LIU,9.425,7.348913043478261,2021,0.0,0.0,0.0
711,Riley Daniels,Lindenwood,9.55,7.061607142857142,2021,9.675,9.35,9.285
712,Kyra Figurelli,Brockport,8.8,7.0339285714285715,2022,0.0,0.0,0.0
713,Lindsey Thornton,Ursinus College,9.35,6.719166666666668,2022,9.4,9.4,0.0
714,Alison Silva,Rhode Island College,9.0,6.449999999999999,2022,9.575,8.889,9.21
715,Ava Boyd,Southern Conn.,9.175,5.772916666666668,2022,0.0,0.0,0.0
716,Callie Morris,Springfield College,8.95,6.39078947368421,2022,8.9,8.9,0.0
717,Lauren Lazaro,Brown,9.3,5.215277777777778,2022,9.75,9.638,9.65
718,Alyssa Worthington,New Hampshire,9.775,6.4823529411764715,2021,9.975,9.777,9.91
719,Jenna Devincenzo,New Hampshire,9.4,6.262499999999999,2021,9.825,9.586,9.785
720,Logan Clagg,UC Davis,9.5,6.721710526315788,2022,8.975,8.975,0.0
721,Sirena Linton,Arizona,9.65,7.142708333333334,2021,9.925,9.781,9.913
722,Kenadi Brown,New Hampshire,9.425,7.7980769230769225,2021,9.6,9.3,0.0
723,Elease Rollins,BYU,9.85,7.6226562499999995,2021,9.975,9.772,9.94
724,Maya Green,California,9.675,6.1475,2021,0.0,0.0,0.0
725,Alexa Solomon,San Jose State,8.95,6.455555555555556,2021,0.0,0.0,0.0
726,Thea Michovsky,UC Davis,9.4,5.867999999999999,2022,0.0,0.0,0.0
727,Paige Hogan,UCLA,9.35,3.155555555555556,2021,0.0,0.0,0.0
728,Erin Morden,Boise State,9.3,7.5249999999999995,2021,0.0,0.0,0.0
729,Katy Koopman,LIU,9.25,8.891666666666666,2021,9.8,9.386,9.625
730,Abby Mueller,Illinois,9.55,9.55,2021,9.925,9.777,9.825
731,Emma Brown,Ursinus College,9.7,6.930092592592592,2019,9.9,9.706,0.0
732,Tisana Lowe,Hamline,8.6,5.460714285714285,2021,0.0,0.0,0.0
733,Katie Saladin,UW-La Crosse,9.0,4.147916666666667,2021,0.0,0.0,0.0
734,Madeline Sowinski,Hamline,9.35,6.744117647058823,2021,9.575,9.275,9.455
735,Lauryn Stiff,Centenary College,9.2,6.735416666666667,2021,0.0,0.0,0.0
736,Haley Volstad,UW-Oshkosh,0.0,0.0,2021,9.15,9.15,0.0
737,Emma Esteb,Gustavus Adolphus,9.25,7.04423076923077,2021,9.5,9.1,9.3
738,Raina Albores,Kentucky,9.55,6.9624999999999995,2021,9.85,9.438,0.0
739,Ella Burgess,Alabama,9.6,7.633333333333333,2022,9.95,9.833,9.9
740,Morgan Leigh Oldham,Auburn,9.6,7.616666666666666,2021,9.85,9.67,0.0
741,Lily Harsch,Bowling Green,9.55,7.123529411764705,2021,9.775,9.296,9.37
742,Kennedy Springer,UW-Oshkosh,8.925,6.420833333333334,2022,0.0,0.0,0.0
743,Brianna Greenlow,North Carolina,9.675,7.0962962962962965,2021,9.875,9.565,9.77
744,Loulie Hattaway,Georgia,9.35,6.608928571428572,2022,0.0,0.0,0.0
745,Grace Hunter,North Carolina State,8.8,6.14375,2021,0.0,0.0,0.0
746,Savana Kotas,Central Michigan,9.425,7.133749999999999,2021,9.4,9.092,0.0
747,Leia Randall,UW-Oshkosh,9.275,7.333928571428571,2021,9.4,9.012,0.0
748,Payton Richards,Florida,9.8,7.7303030303030305,2021,9.925,9.665,9.875
749,Kiara Gianfagna,Arkansas,9.55,7.550000000000001,2021,9.875,9.729,9.84
750,Olivia O'Donnell,Illinois,9.55,6.4350000000000005,2021,0.0,0.0,0.0
751,Hadyn Crossen,Eastern Michigan,9.675,6.177586206896551,2021,9.9,9.712,9.855
752,Isabel Redmond,Arizona State,9.675,7.579545454545454,2022,9.575,9.575,0.0
753,Karlie Franz,Kent State,9.15,5.7875000000000005,2021,0.0,0.0,0.0
754,Danielle Nosek,Arizona,9.475,7.509999999999999,2021,0.0,0.0,0.0
755,Olivia Amodei,Kent State,9.55,7.073076923076922,2021,0.0,0.0,0.0
756,Audriana Hammond,Central Michigan,8.95,5.654545454545454,2021,8.475,8.475,0.0
757,Madison Hickey,Arkansas,9.475,7.141666666666667,2021,0.0,0.0,0.0
758,Faith Mylin,UW-Whitewater,8.9,6.440624999999999,2021,9.575,9.207,9.41
759,Amanda Gruber,Western Michigan,9.6,7.3870000000000005,2022,9.95,9.827,9.88
760,Paige Casper,Towson,9.375,6.3875,2021,0.0,0.0,0.0
761,Jenna Jones,UW-Stout,9.5,5.572794117647058,2021,0.0,0.0,0.0
762,Arianna Mamelka,Western Michigan,9.6,6.8470588235294105,2021,9.85,9.55,0.0
763,Brenna Hauser,Central Michigan,9.25,5.741379310344828,2021,0.0,0.0,0.0
764,Amanda Jackson,William & Mary,9.4,4.836111111111111,2021,0.0,0.0,0.0
765,Nya Pauldon,Ithaca College,9.3,5.425000000000001,2022,9.075,9.0,0.0
766,Meg McGinley,UW-Whitewater,8.95,6.038333333333333,2021,9.625,9.272,9.465
767,Gracie Gallagher,Cortland State,9.225,6.984999999999999,2022,9.475,9.047,9.085
768,Calista Brady,Cornell,9.125,5.75,2022,0.0,0.0,0.0
769,Chloe Bellmore,Michigan State,9.675,7.297058823529412,2021,9.825,9.75,0.0
770,Maddie Griffith,Texas Woman's,9.425,6.695192307692308,2021,0.0,0.0,0.0
771,Mayleigh Vanderbeek,Central Michigan,9.675,6.324999999999999,2021,9.175,8.925,0.0
772,Adana Amor,UW-Oshkosh,9.2,5.8173076923076925,2021,0.0,0.0,0.0
773,Kylie Piringer,Nebraska,9.55,6.689864864864865,2021,0.0,0.0,0.0
774,Ariyana Agarwala,Pennsylvania,9.575,6.960714285714286,2022,9.6,9.262,0.0
775,Josephine Thomas,Western Michigan,9.55,7.068478260869565,2021,9.875,9.654,9.815
776,Sarah Penuela-Wermers,Pennsylvania,9.55,7.029166666666666,2022,0.0,0.0,0.0
777,Hannah Munnelly,George Washington,9.275,6.812500000000001,2021,0.0,0.0,0.0
778,Jordyn Zieden-Weber,Rutgers,9.2,5.384615384615385,2021,0.0,0.0,0.0
779,Samantha Kelly,West Chester,9.025,4.733333333333333,2022,0.0,0.0,0.0
780,Keaghan Schafer,William & Mary,9.575,6.436666666666666,2021,9.775,9.55,9.705
781,Kasey Ricci,Ursinus College,8.55,5.98,2022,8.475,8.475,0.0
782,Katie Fitzpatrick,Cornell,9.175,4.894736842105262,2022,0.0,0.0,0.0
783,Ashley Goeltl,Gustavus Adolphus,9.35,7.179545454545455,2022,0.0,0.0,0.0
784,Rose Deshler,Centenary College,9.05,6.78846153846154,2021,9.675,9.182,9.49
785,Taylor Kish,UW-Eau Claire,9.0,6.0249999999999995,2021,0.0,0.0,0.0
786,Karina Sabol,UW-Whitewater,9.525,6.672727272727272,2021,9.525,9.325,0.0
787,Mackenzie Barile,Arizona,9.575,6.559285714285715,2021,9.875,9.697,9.775
788,Briona Carswell,Air Force,9.4,5.416666666666667,2021,9.9,9.725,9.86
789,Aimee Titche,Yale,9.7,6.872500000000001,2022,8.1,8.1,0.0
790,Carolanne Van Zandt,Brown,9.25,7.255357142857144,2022,0.0,0.0,0.0
791,Emily Holmes-Hackerd,West Virginia,9.8,6.2640625,2021,9.85,9.704,9.815
792,Sophia Leblanc,Maryland,9.125,5.983333333333333,2021,9.8,9.671,9.645
793,Dominique Chaves,Springfield College,0.0,0.0,2022,0.0,0.0,0.0
794,Nicoletta Koulos,Michigan,9.65,7.2936046511627906,2021,8.55,8.55,0.0
795,Erin Elkabchi,Boise State,9.775,7.378906249999999,2021,9.85,9.664,9.805
796,Ruby Hernandez,Southern Utah,9.6,7.525806451612904,2021,9.725,9.408,9.345
797,Samantha Nothnagel,Cortland State,8.4,5.96875,2022,9.75,9.139,9.395
798,Jensen Scalzo,Arkansas,9.35,4.59375,2021,0.0,0.0,0.0
799,Taiya Stelmachowski,UW-Whitewater,9.125,6.475000000000001,2021,0.0,0.0,0.0
800,Kerrie Legault,UW-La Crosse,9.0,6.469642857142857,2021,0.0,0.0,0.0
801,Leilani Johnson,Centenary College,8.85,4.8583333333333325,2021,0.0,0.0,0.0
802,Mallory Desch,S.E. Missouri,9.25,7.025000000000001,2021,0.0,0.0,0.0
803,Madison McCary,Centenary College,8.975,5.683333333333333,2022,0.0,0.0,0.0
804,Morgan Bowles,Washington,9.575,4.0942307692307685,2021,9.825,9.459,9.735
805,Maya Davis,Brown,9.35,2.4571428571428573,2022,9.425,8.981,0.0
806,Lauren Blair,Brockport,9.2,5.085000000000001,2022,0.0,0.0,0.0
807,Bianca Carr,Cortland State,8.7,6.23,2022,0.0,0.0,0.0
808,Glynis Curcione,Cortland State,7.95,2.9800000000000004,2022,0.0,0.0,0.0
809,Rachel Swick,Brockport,8.8,6.032142857142857,2022,0.0,0.0,0.0
810,Rose Debarberie,Pennsylvania,9.475,9.462499999999999,2022,9.85,9.711,9.775
811,Kiah Johnson,West Chester,9.4,5.9171875,2022,9.625,9.562,0.0
812,Amy Krueger,Cornell,9.25,5.431578947368421,2022,0.0,0.0,0.0
813,Shealyn Luksik,Kentucky,9.6,5.349107142857143,2021,9.95,9.797,9.83
814,Grace Nelson,Air Force,8.875,3.7666666666666666,2021,0.0,0.0,0.0
815,Lydia Test,S.E. Missouri,9.725,7.908333333333332,2021,9.825,9.594,0.0
816,Kailyn Westbrook,UW-Stout,9.275,6.76111111111111,2021,9.35,9.144,0.0
817,Alexa Rothenbuescher,Maryland,9.6,6.673611111111112,2022,0.0,0.0,0.0
818,Mara Johnson,Texas Woman's,9.15,6.191666666666666,2021,0.0,0.0,0.0
819,Alyssa DeLorme,Ursinus College,9.3,5.708928571428572,2022,9.75,9.335,9.59
820,Emma Wiley,William & Mary,9.05,5.223076923076922,2021,9.725,9.307,9.555
821,Kayla Horton,Southern Utah,9.7,7.4163461538461535,2021,0.0,0.0,0.0
822,Celine Barney,Southern Utah,8.7,3.2326923076923078,2021,0.0,0.0,0.0
823,Mati Waligora,Alabama,9.35,9.075,2021,9.925,9.736,9.92
824,Emily Liszewski,Pittsburgh,9.725,6.800000000000002,2021,0.0,0.0,0.0
825,Briona Carswell,Air Force,9.4,5.416666666666667,2021,9.9,9.725,9.86
826,Peyton Gillen,Sacramento State,9.475,3.715,2022,9.9,9.632,9.745
827,Payton Smith,Auburn,9.55,7.3238095238095235,2021,0.0,0.0,0.0
828,Libby Orman,Arizona,9.375,6.6535714285714285,2021,0.0,0.0,0.0
829,Cate Sandvik,UW-La Crosse,9.4,7.830357142857144,2021,9.725,9.506,9.6
830,Haley Volstad,UW-Oshkosh,0.0,0.0,2021,9.15,9.15,0.0
831,Kennedy Stephens,Centenary College,9.4,6.779166666666667,2021,9.775,9.341,9.635
832,Bianca Leon,Southern Conn.,9.3,6.1818181818181825,2022,9.825,9.708,0.0
833,Megan Teter,Ball State,9.3,7.113636363636363,2021,0.0,0.0,0.0
834,Isabelle West,Northern Illinois,9.55,7.295000000000001,2022,0.0,0.0,0.0
835,Elizabeth Schauer,Hamline,6.8,4.341666666666667,2021,0.0,0.0,0.0
836,Christina Weiss,Pittsburgh,9.5,7.156874999999999,2021,9.775,9.562,0.0
837,Abbie Pierson,West Virginia,9.525,5.1571428571428575,2021,9.925,9.743,9.875
838,Jessie Gallier,Winona State,7.25,7.2,2021,0.0,0.0,0.0
839,Victoria Nguyen,Georgia,0.0,0.0,2021,9.875,9.737,9.85
840,Gabbi Gare,Brockport,9.275,5.759090909090909,2022,0.0,0.0,0.0
841,Arayah Simons,Illinois,9.775,7.406666666666667,2021,9.75,9.383,0.0
842,Adalayna Hufendiek,Missouri,9.1,6.682142857142856,2021,0.0,0.0,0.0
843,Isa Weiss,Washington,7.0,7.0,2021,0.0,0.0,0.0
844,Natalie Hamp,Northern Illinois,9.475,4.811538461538462,2021,0.0,0.0,0.0
845,Loganne Basuel,Iowa State,9.525,7.173333333333334,2021,9.85,9.702,9.82
846,Bella Romagnano,Penn State,9.35,5.0125,2021,9.825,9.667,9.81
847,Raina Malas,Ohio State,9.525,7.141250000000002,2021,0.0,0.0,0.0
848,Kara Eaker,Utah,9.775,7.6693181818181815,2022,10.0,9.927,9.922
849,Leanne Wong,Florida,9.65,6.831666666666668,2022,9.975,9.88,9.94
850,Aleah Finnegan,LSU,9.625,7.311904761904763,2022,9.925,9.742,9.9
851,Adela Stonecipher,Stanford,9.65,6.245833333333333,2021,0.0,0.0,0.0
852,Maile O'Keefe,Utah,9.8,6.2124999999999995,2021,10.0,9.938,9.992
853,Kendall Huff,Centenary College,9.15,6.1859375,2021,0.0,0.0,0.0
854,Kylie Yacamelli,Bowling Green,9.575,6.9750000000000005,2021,0.0,0.0,0.0
855,Ciara Ryan,Northern Illinois,9.275,6.860526315789474,2022,0.0,0.0,0.0
856,Jordyn Ewing,Pittsburgh,9.325,9.325,2022,9.875,9.684,9.745
857,Jackie Harker,Kent State,9.3,6.389285714285714,2021,9.85,9.52,0.0
858,Emilie Hong,Iowa State,9.3,8.766666666666666,2021,0.0,0.0,0.0
859,Mackenzie Robinson,Alaska,9.175,9.084999999999999,2022,9.725,9.368,9.375
860,Kate Grotenhuis,Minnesota,9.45,4.618333333333332,2021,0.0,0.0,0.0
861,Raegan Walker,Yale,9.725,6.356666666666667,2022,9.9,9.679,9.87
862,Effie Ferguson,UW-Stout,9.225,9.225,2022,9.8,9.628,9.675
863,Jordan Jones,S.E. Missouri,9.225,5.4125,2021,9.825,9.76,0.0
864,Madison Lieurance,Hamline,8.175,8.175,2021,9.55,9.077,9.355
865,Alex Wood,UW-La Crosse,8.55,8.55,2021,9.4,9.363,0.0
866,Emma Barry,UW-Eau Claire,8.825,8.825,2021,0.0,0.0,0.0
867,Jenna Griffith,Gustavus Adolphus,9.075,6.292857142857143,2021,0.0,0.0,0.0
868,Lauren Mckeown,Brown,8.85,8.85,2022,9.725,9.375,0.0
869,Carlie Beatty,UW-Stout,8.475,8.475,2021,9.625,9.409,9.54
870,Alex Panetta,Ursinus College,9.05,4.525,2022,0.0,0.0,0.0
871,Jenna Ferguson,Rutgers,9.675,7.753260869565217,2021,9.775,9.697,9.77
872,Nikki Thomas,Southern Utah,9.5,6.4750000000000005,2021,9.7,9.7,0.0
873,Victoria DeMeo,Cornell,9.0,7.141071428571428,2022,9.825,9.303,9.46
874,Natalie Wojcik,Michigan,9.8,7.6518749999999995,2019,10.0,9.907,9.967
875,Jaedyn Rucker,Utah,9.775,6.566666666666667,2021,0.0,0.0,0.0
876,Derrian Gobourne,Auburn,9.7,7.419565217391307,2019,9.85,9.731,9.8
877,Karley McClain,Southern Utah,9.8,7.237142857142857,2019,9.9,9.739,9.88
878,Milan Clausi,California,9.75,7.343085106382977,2019,9.925,9.812,9.895
879,Olivia Trautman,Oklahoma,9.775,6.948333333333333,2019,9.95,9.856,9.92
880,Savannah Schoenherr,Florida,9.65,6.451041666666667,2019,9.875,9.831,0.0
881,Abby Brenner,Michigan,9.65,7.287500000000002,2019,0.0,0.0,0.0
882,Shylen Murakami,Southern Utah,9.7,7.9479999999999995,2019,9.925,9.802,9.9
883,Cristal Isa,Utah,9.8,7.388888888888888,2019,10.0,9.852,9.97
884,Adrienne Randall,Utah,9.75,7.603333333333333,2019,9.95,9.802,9.918
885,Mia Townes,Illinois,9.7,7.484782608695652,2021,9.9,9.84,9.875
886,Rachael Lukacs,Georgia,9.775,7.275555555555554,2019,9.8,9.738,0.0
887,Katie Chamberlain,Pittsburgh,9.675,6.751612903225806,2019,9.925,9.753,9.845
888,Hunter Dula,Utah,9.575,6.745833333333333,2019,0.0,0.0,0.0
889,Sarah Hargrove,Nebraska,9.725,7.63203125,2019,9.85,9.707,9.795
890,Leah Clapper,Florida,9.575,7.243243243243242,2019,10.0,9.859,9.96
891,Halley Taylor,Florida,9.65,7.435937500000001,2021,9.825,9.825,0.0
892,Emerson Hurst,Towson,9.775,7.475,2019,9.975,9.77,9.915
893,Rachel Hornung,West Virginia,9.625,7.5,2019,9.875,9.671,9.85
894,Olivia Raymond,George Washington,9.75,7.4691666666666645,2019,9.85,9.636,9.77
895,Talitha Jones,California,9.6,7.177142857142856,2019,9.875,9.825,9.83
896,Alisa Sheremeta,UIC,9.775,7.195652173913044,2019,9.95,9.744,9.9
897,Sekai Wright,UCLA,9.675,7.030714285714286,2019,0.0,0.0,0.0
898,Vanessa Deniz,Oklahoma,9.9,7.445588235294115,2021,9.925,9.706,0.0
899,Kaylee Quinn,Nebraska,9.7,7.194354838709679,2019,0.0,0.0,0.0
900,Mia Betancourt,Rutgers,9.625,7.555,2019,9.75,9.512,9.675
901,Olivia Miller,Pittsburgh,9.6,5.776612903225808,2019,9.825,9.53,9.77
902,Alexa Al-Hameed,Georgia,9.625,7.784999999999998,2019,0.0,0.0,0.0
903,Tess Muir,Bowling Green,9.625,7.015972222222222,2019,9.8,9.464,9.675
904,Bridget Killian,Iowa,9.725,7.362931034482759,2019,9.9,9.778,9.87
905,Emily North,UW-Whitewater,9.675,6.989285714285716,2019,9.75,9.386,9.67
906,Kennedy Hambrick,Arkansas,9.65,6.880263157894738,2019,9.975,9.823,9.935
907,Morgan Hooper,Northern Illinois,9.55,7.621739130434784,2019,9.9,9.612,9.85
908,Deja Chambliss,George Washington,9.5,7.387499999999999,2019,9.925,9.634,9.815
909,Ashley Hofelich,Michigan State,9.625,6.777702702702703,2019,9.125,9.125,0.0
910,Kristina Peterson,Oregon State,9.65,7.564705882352941,2019,9.925,9.75,9.84
911,Mariella Miele,New Hampshire,9.475,7.363749999999999,2019,9.125,9.125,0.0
912,Abbie Nylin,Minnesota,9.7,7.104807692307692,2019,9.875,9.673,9.845
913,Alexandra Greenwald,Iowa,9.625,6.871551724137931,2019,0.0,0.0,0.0
914,Hailey Lui,New Hampshire,9.8,7.231481481481482,2019,9.975,9.713,9.92
915,Karalyn Roberts,Eastern Michigan,9.525,7.141964285714285,2021,0.0,0.0,0.0
916,Mia Quigg,Illinois State,9.325,6.875961538461539,2019,9.775,9.388,9.665
917,Emma LaPinta,Oklahoma,9.5,7.135714285714286,2019,0.0,0.0,0.0
918,Esperanza Abarca,West Virginia,9.75,7.4482758620689635,2019,9.85,9.577,9.8
919,Brashlyn Johnson,West Chester,9.45,6.893478260869567,2019,0.0,0.0,0.0
920,Amara Cunningham,Washington,9.75,6.877272727272728,2019,0.0,0.0,0.0
921,Natalie Horowitz,Iowa State,9.35,6.540625,2019,9.875,9.63,0.0
922,Kennedi Davis,Arizona,9.725,6.9859374999999995,2019,9.9,9.685,9.88
923,Alaina Raybon,Michigan State,9.5,6.73611111111111,2019,9.85,9.437,9.575
924,Tara Kofmehl,Northern Illinois,9.525,7.117857142857143,2019,9.85,9.644,9.77
925,Madison Brunette,Stanford,9.375,6.445588235294119,2019,0.0,0.0,0.0
926,Samantha Smith,Winona State,9.675,7.4198529411764715,2010,8.2,7.962,0.0
927,Bailey Ferrer,LSU,9.7,7.175833333333333,2019,0.0,0.0,0.0
928,Arianna Patterson,Kentucky,9.625,6.776562499999999,2021,9.925,9.632,9.83
929,Taylor Newland,Temple,9.45,6.833333333333334,2019,9.75,9.615,9.695
930,Allie Gilchrist,Iowa,9.575,7.494318181818182,2019,9.825,9.599,9.78
931,Sophia Petrillo,Brown,9.6,6.776923076923078,2019,9.7,9.312,9.54
932,Sydney Jennings,Ohio State,9.525,6.145,2019,9.9,9.639,9.85
933,Sterlyn Austin,Georgia,9.525,7.200735294117647,2021,0.0,0.0,0.0
934,Nicole Baars,Lindenwood,9.35,6.328571428571428,2019,9.125,9.1,0.0
935,Anna Kaziska,S.E. Missouri,9.625,7.831250000000002,2019,9.95,9.775,9.912
936,Julianna Roland,Bridgeport,9.55,7.3030303030303045,2019,9.925,9.692,9.885
937,Mackenzie Balderas,Texas Woman's,9.625,7.196428571428572,2019,9.775,9.375,9.42
938,Dymiana Cox,Penn State,9.6,7.1148437499999995,2022,9.75,9.633,0.0
939,Meredith Robinson,North Carolina State,9.575,5.644999999999999,2019,0.0,0.0,0.0
940,Amber Koeth,Sacramento State,9.6,7.207407407407407,2019,9.9,9.633,9.88
941,Hollyn Patrick,Missouri,9.275,5.230882352941175,2021,8.975,8.975,0.0
942,Olivia Zona,George Washington,9.45,6.906944444444444,2019,9.85,9.63,9.75
943,Kaitlyn Higgins,Minnesota,9.55,7.461290322580646,2019,9.9,9.688,9.875
944,Alyssa Wiedeman,Michigan State,9.45,6.757142857142858,2019,9.875,9.599,9.825
945,Caitlin Kho,Southern Utah,9.35,7.321875,2019,0.0,0.0,0.0
946,Carly Kosanovich,Eastern Michigan,9.4,6.966666666666667,2019,9.75,9.75,0.0
947,Sandra Elsadek,Ball State,9.45,7.45108695652174,2019,9.8,9.579,9.77
948,Varvara Diakakis,Bridgeport,9.55,5.898611111111111,2019,0.0,0.0,0.0
949,Brenna Brooks,Washington,9.75,6.508333333333333,2019,9.925,9.794,9.87
950,Emma Grant,UW-La Crosse,9.325,6.467857142857143,2019,9.8,9.418,9.74
951,Jenna Wicker,Michigan State,9.375,7.210416666666667,2019,0.0,0.0,0.0
952,Madelyn Langkamp,Iowa State,9.275,5.950961538461539,2019,0.0,0.0,0.0
953,Jensen Todd,Brockport,9.2,6.178571428571429,2019,9.575,9.264,9.275
954,Isabel Goyco,Texas Woman's,9.65,6.875000000000001,2019,9.825,9.554,9.785
955,Valeri Ingui,Lindenwood,9.525,7.122222222222223,2013,9.875,9.607,9.82
956,Grace Bardes,Air Force,9.375,7.544642857142858,2019,0.0,0.0,0.0
957,Kaitlyn Gilson,Ohio State,9.625,7.463709677419355,2019,9.825,9.633,9.755
958,Hannah Stahlbrodt,Southern Conn.,9.625,7.461000000000001,2019,9.85,9.513,9.745
959,Winter Osborne,Alaska,9.225,5.716666666666667,2019,9.475,8.956,0.0
960,Shannon Gregory,Eastern Michigan,9.6,7.204545454545454,2019,9.9,9.573,9.84
961,Julia O'Sullivan,Ithaca College,9.25,6.042857142857143,2019,9.625,9.027,9.325
962,Sara Maughan,Cornell,9.1,6.861250000000001,2019,0.0,0.0,0.0
963,Kaira Hammond,UW-Oshkosh,9.575,6.8964285714285705,2019,9.825,9.412,9.745
964,Zoe Kyriakopoulos,Ithaca College,9.375,6.972857142857143,2022,9.7,9.13,9.49
965,Britney Wolfe,UW-Stout,9.5,6.307500000000001,2019,9.75,9.544,9.645
966,Nya Reed,Florida,9.7,7.144642857142858,2019,0.0,0.0,0.0
967,Riley Danielson,Kent State,9.55,7.211607142857144,2019,9.875,9.692,9.855
968,Stephanie Tripodi,Arizona State,9.65,6.4801724137931025,2019,0.0,0.0,0.0
969,Kayla Yancey,West Virginia,9.375,6.912500000000001,2021,0.0,0.0,0.0
970,Sierra Demarinis,Central Michigan,9.45,6.041666666666667,2019,9.9,9.65,9.845
971,Adnerys De Jesus,Nebraska,9.35,9.066666666666666,2019,9.925,9.755,9.85
972,Cassidy Girolamo,Southern Conn.,9.525,6.156944444444445,2019,9.65,9.263,9.185
973,Miranda Lund,Cornell,9.425,6.154166666666667,2019,9.825,9.524,9.77
974,Megan Hanley,Cortland State,9.425,7.583928571428572,2019,9.825,9.319,9.435
975,Charlotte Reynolds,Eastern Michigan,9.5,6.515116279069768,2019,9.6,9.6,0.0
976,Kiera Doherty-Herwitz,Rutgers,9.8,7.885999999999999,2019,9.875,9.597,9.835
977,Annie Bailey,West Chester,9.3,6.735714285714285,2019,9.55,9.55,0.0
978,Alana Calabrese,Springfield College,9.05,6.0249999999999995,2019,9.325,8.779,8.67
979,Caitlin Gray,Utah State,8.75,6.3392857142857135,2019,0.0,0.0,0.0
980,Noely Macias,Southern Conn.,9.3,6.658333333333332,2019,9.8,9.246,9.66
