,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs,VT_delta
681,Audrey Kaufman,UW-La Crosse,9.3,7.347727272727273,2021,9.6,9.337,0.0,1.989
682,Julianna Weil,North Carolina,9.7,7.228333333333333,2021,9.85,9.689,9.76,2.461
683,Amy Stewart,Towson,9.425,6.625000000000001,2021,9.8,9.442,9.71,2.817
684,Cameryn Nichols,Ithaca College,9.45,7.807142857142857,2022,0.0,0.0,0.0,-7.807
685,Kaitlyn Bertola,Rutgers,9.4,6.789285714285714,2022,0.0,0.0,0.0,-6.789
686,Ciara Ward,Pittsburgh,9.7,7.297368421052631,2021,9.85,9.676,9.8,2.379
687,Maya Ford,Iowa State,9.375,4.953846153846154,2022,0.0,0.0,0.0,-4.954
688,Taylor Pitchell,Central Michigan,9.75,7.501190476190477,2021,0.0,0.0,0.0,-7.501
689,Katherine Shek,George Washington,9.5,5.28560606060606,2021,9.775,9.646,9.62,4.36
690,Annie Corbett,Gustavus Adolphus,9.375,6.618243243243243,2021,9.5,9.25,0.0,2.632
691,Lexi Powe,Illinois,9.85,7.141071428571429,2021,9.9,9.765,9.855,2.624
692,Beth Lazarus,Texas Woman's,9.575,6.93125,2022,9.8,9.652,9.745,2.721
693,Christin Bandy,Illinois State,9.45,7.233750000000001,2021,9.725,9.581,9.605,2.347
694,Hailey Vultaggio,Southern Utah,9.45,7.643181818181819,2021,9.825,9.742,9.765,2.099
695,Shruthi Anand,North Carolina State,8.9,6.311764705882354,2022,9.85,9.691,9.77,3.379
696,Mina Margraf,BYU,9.825,7.9937499999999995,2022,0.0,0.0,0.0,-7.994
697,Gabby McLaughlin,Auburn,9.65,9.65,2021,9.775,9.758,0.0,0.108
698,Maya Albertin,Minnesota,9.75,6.588888888888889,2021,9.7,9.7,0.0,3.111
699,Tori Loomis,Michigan State,9.675,9.675,2022,0.0,0.0,0.0,-9.675
700,Amber Boll,Air Force,9.8,7.2234375,2022,9.8,9.659,9.77,2.436
701,Bella Salcedo,Penn State,9.875,9.59375,2022,9.875,9.78,9.81,0.186
702,Erin Hutchison,Pittsburgh,9.85,6.998529411764706,2022,0.0,0.0,0.0,-6.999
703,Sophie Silverstein,North Carolina,9.7,6.633333333333335,2021,9.775,9.586,9.655,2.953
704,Christina Leikam,UW-Eau Claire,9.2,7.118333333333334,2021,9.0,8.892,0.0,1.774
705,Jolie Miller,S.E. Missouri,9.375,4.586250000000001,2021,9.6,9.539,9.565,4.953
706,Jenna Dunn,Oklahoma,9.275,6.350657894736843,2021,0.0,0.0,0.0,-6.351
707,Leilani Johnson,Centenary College,9.75,6.8500000000000005,2021,9.65,9.546,9.615,2.696
708,McKenzie Eddy,Illinois,9.775,7.089583333333333,2022,0.0,0.0,0.0,-7.09
709,Rhea Leblanc,Maryland,9.6,7.419999999999999,2022,0.0,0.0,0.0,-7.42
710,Amanda Loo,LIU,9.5,7.698913043478262,2021,9.825,9.544,9.775,1.845
711,Riley Daniels,Lindenwood,9.65,6.591964285714286,2021,9.8375,9.728,9.81,3.136
712,Kyra Figurelli,Brockport,9.425,7.6553571428571425,2022,9.55,9.495,9.525,1.84
713,Lindsey Thornton,Ursinus College,9.125,6.9608333333333325,2022,0.0,0.0,0.0,-6.961
714,Alison Silva,Rhode Island College,9.075,6.565625,2022,0.0,0.0,0.0,-6.566
715,Ava Boyd,Southern Conn.,9.175,6.901041666666666,2022,0.0,0.0,0.0,-6.901
716,Callie Morris,Springfield College,9.325,6.631578947368421,2022,0.0,0.0,0.0,-6.632
717,Lauren Lazaro,Brown,9.3,4.45,2022,0.0,0.0,0.0,-4.45
718,Alyssa Worthington,New Hampshire,9.45,6.9750000000000005,2021,0.0,0.0,0.0,-6.975
719,Jenna Devincenzo,New Hampshire,9.575,7.5275,2021,9.75,9.637,9.615,2.11
720,Logan Clagg,UC Davis,9.8,6.780263157894736,2022,0.0,0.0,0.0,-6.78
721,Sirena Linton,Arizona,9.525,6.4385416666666675,2021,0.0,0.0,0.0,-6.439
722,Kenadi Brown,New Hampshire,9.425,7.8173076923076925,2021,0.0,0.0,0.0,-7.817
723,Elease Rollins,BYU,9.35,6.5234375,2021,9.85,9.765,9.805,3.242
724,Maya Green,California,9.575,5.931666666666667,2021,0.0,0.0,0.0,-5.932
725,Alexa Solomon,San Jose State,9.575,7.238888888888889,2021,0.0,0.0,0.0,-7.239
726,Thea Michovsky,UC Davis,9.45,6.167,2022,0.0,0.0,0.0,-6.167
727,Paige Hogan,UCLA,9.5,6.069444444444445,2021,0.0,0.0,0.0,-6.069
728,Erin Morden,Boise State,9.15,6.367857142857143,2021,0.0,0.0,0.0,-6.368
729,Katy Koopman,LIU,9.4,9.025,2021,9.85,9.669,9.775,0.644
730,Abby Mueller,Illinois,9.2,9.2,2021,9.875,9.757,9.82,0.557
731,Emma Brown,Ursinus College,9.625,6.845833333333334,2019,9.375,9.338,0.0,2.492
732,Tisana Lowe,Hamline,9.225,6.5285714285714285,2021,9.5,9.463,0.0,2.934
733,Katie Saladin,UW-La Crosse,8.85,2.88125,2021,9.45,9.337,0.0,6.456
734,Madeline Sowinski,Hamline,9.05,5.624999999999999,2021,9.475,9.05,0.0,3.425
735,Lauryn Stiff,Centenary College,9.425,7.5375,2021,9.625,9.557,9.565,2.02
736,Haley Volstad,UW-Oshkosh,9.275,7.3,2021,9.5,9.35,9.32,2.05
737,Emma Esteb,Gustavus Adolphus,9.1,4.428846153846154,2021,9.4,9.278,9.31,4.849
738,Raina Albores,Kentucky,9.725,6.589423076923075,2021,9.7,9.7,0.0,3.111
739,Ella Burgess,Alabama,9.8,7.745833333333334,2022,0.0,0.0,0.0,-7.746
740,Morgan Leigh Oldham,Auburn,9.75,7.035416666666666,2021,0.0,0.0,0.0,-7.035
741,Lily Harsch,Bowling Green,9.7,5.428676470588235,2021,9.775,9.685,9.725,4.256
742,Kennedy Springer,UW-Oshkosh,9.35,6.05,2022,0.0,0.0,0.0,-6.05
743,Brianna Greenlow,North Carolina,9.425,7.087037037037038,2021,9.775,9.666,9.66,2.579
744,Loulie Hattaway,Georgia,9.3,7.1375,2022,0.0,0.0,0.0,-7.138
745,Grace Hunter,North Carolina State,9.125,7.441666666666666,2021,9.525,9.5,0.0,2.058
746,Savana Kotas,Central Michigan,9.225,4.919999999999999,2021,0.0,0.0,0.0,-4.92
747,Leia Randall,UW-Oshkosh,9.25,7.117857142857144,2021,0.0,0.0,0.0,-7.118
748,Payton Richards,Florida,9.875,7.877272727272728,2021,9.9,9.776,9.85,1.899
749,Kiara Gianfagna,Arkansas,9.7,7.147916666666665,2021,0.0,0.0,0.0,-7.148
750,Olivia O'Donnell,Illinois,9.525,4.6925,2021,9.825,9.726,9.805,5.034
751,Hadyn Crossen,Eastern Michigan,9.425,5.695689655172413,2021,9.925,9.732,9.82,4.036
752,Isabel Redmond,Arizona State,9.625,6.496969696969695,2022,9.75,9.613,0.0,3.116
753,Karlie Franz,Kent State,9.75,6.279166666666668,2021,9.85,9.756,9.82,3.477
754,Danielle Nosek,Arizona,9.9,7.662000000000002,2021,9.825,9.768,9.815,2.106
755,Olivia Amodei,Kent State,9.8,7.201282051282051,2021,9.825,9.727,9.8,2.526
756,Audriana Hammond,Central Michigan,9.275,6.6409090909090915,2021,0.0,0.0,0.0,-6.641
757,Madison Hickey,Arkansas,9.75,7.84375,2021,9.775,9.731,0.0,1.887
758,Faith Mylin,UW-Whitewater,9.35,6.771875,2021,9.525,9.4,9.435,2.628
759,Amanda Gruber,Western Michigan,9.5,6.942,2022,0.0,0.0,0.0,-6.942
760,Paige Casper,Towson,9.775,7.469642857142857,2021,0.0,0.0,0.0,-7.47
761,Jenna Jones,UW-Stout,9.325,6.71176470588235,2021,9.425,9.425,0.0,2.713
762,Arianna Mamelka,Western Michigan,9.125,2.098529411764706,2021,0.0,0.0,0.0,-2.099
763,Brenna Hauser,Central Michigan,9.55,3.487068965517242,2021,0.0,0.0,0.0,-3.487
764,Amanda Jackson,William & Mary,9.3,5.993055555555555,2021,0.0,0.0,0.0,-5.993
765,Nya Pauldon,Ithaca College,9.225,4.54375,2022,9.7,9.509,9.595,4.965
766,Meg McGinley,UW-Whitewater,9.45,6.706666666666667,2021,9.625,9.48,9.555,2.773
767,Gracie Gallagher,Cortland State,9.175,6.2525,2022,8.4,8.4,0.0,2.147
768,Calista Brady,Cornell,9.3,6.104166666666667,2022,9.8,9.577,9.715,3.473
769,Chloe Bellmore,Michigan State,9.775,7.319117647058822,2021,0.0,0.0,0.0,-7.319
770,Maddie Griffith,Texas Woman's,9.7,6.040384615384615,2021,9.8,9.647,9.665,3.607
771,Mayleigh Vanderbeek,Central Michigan,9.475,4.754310344827587,2021,0.0,0.0,0.0,-4.754
772,Adana Amor,UW-Oshkosh,9.5,4.0115384615384615,2021,0.0,0.0,0.0,-4.012
773,Kylie Piringer,Nebraska,9.725,7.097297297297299,2021,9.85,9.782,9.82,2.685
774,Ariyana Agarwala,Pennsylvania,9.625,6.489285714285716,2022,9.9,9.787,9.765,3.298
775,Josephine Thomas,Western Michigan,9.85,6.994565217391303,2021,9.825,9.743,9.785,2.748
776,Sarah Penuela-Wermers,Pennsylvania,9.25,7.446875,2022,0.0,0.0,0.0,-7.447
777,Hannah Munnelly,George Washington,9.55,6.884722222222222,2021,9.825,9.693,9.76,2.808
778,Jordyn Zieden-Weber,Rutgers,9.65,6.353846153846154,2021,0.0,0.0,0.0,-6.354
779,Samantha Kelly,West Chester,9.075,4.866666666666667,2022,0.0,0.0,0.0,-4.867
780,Keaghan Schafer,William & Mary,9.55,6.549999999999998,2021,9.55,9.435,0.0,2.885
781,Kasey Ricci,Ursinus College,9.25,6.033333333333334,2022,0.0,0.0,0.0,-6.033
782,Katie Fitzpatrick,Cornell,8.9,5.43157894736842,2022,0.0,0.0,0.0,-5.432
783,Ashley Goeltl,Gustavus Adolphus,9.275,6.488636363636364,2022,0.0,0.0,0.0,-6.489
784,Rose Deshler,Centenary College,9.075,5.690384615384617,2021,0.0,0.0,0.0,-5.69
785,Taylor Kish,UW-Eau Claire,8.6,5.262499999999999,2021,0.0,0.0,0.0,-5.262
786,Karina Sabol,UW-Whitewater,9.2,2.425,2021,0.0,0.0,0.0,-2.425
787,Mackenzie Barile,Arizona,9.675,4.995,2021,0.0,0.0,0.0,-4.995
788,Briona Carswell,Air Force,9.025,5.266666666666667,2021,0.0,0.0,0.0,-5.267
789,Aimee Titche,Yale,9.75,7.1575,2022,9.75,9.525,9.65,2.368
790,Carolanne Van Zandt,Brown,9.3,7.7625,2022,0.0,0.0,0.0,-7.763
791,Emily Holmes-Hackerd,West Virginia,9.475,7.0093749999999995,2021,9.675,9.575,0.0,2.566
792,Sophia Leblanc,Maryland,9.475,7.770833333333333,2021,0.0,0.0,0.0,-7.771
793,Dominique Chaves,Springfield College,9.1,5.082142857142857,2022,9.15,9.15,0.0,4.068
794,Nicoletta Koulos,Michigan,9.9,7.697093023255816,2021,9.9,9.85,0.0,2.153
795,Erin Elkabchi,Boise State,9.4,5.297656249999999,2021,0.0,0.0,0.0,-5.298
796,Ruby Hernandez,Southern Utah,9.525,5.471774193548387,2021,0.0,0.0,0.0,-5.472
797,Samantha Nothnagel,Cortland State,9.05,6.550000000000001,2022,9.5,9.292,9.395,2.742
798,Jensen Scalzo,Arkansas,9.325,5.771875,2021,0.0,0.0,0.0,-5.772
799,Taiya Stelmachowski,UW-Whitewater,9.075,6.728846153846153,2021,9.7,9.608,0.0,2.879
800,Kerrie Legault,UW-La Crosse,8.8,4.766071428571427,2021,0.0,0.0,0.0,-4.766
801,Leilani Johnson,Centenary College,9.75,6.8500000000000005,2021,9.65,9.546,9.615,2.696
802,Mallory Desch,S.E. Missouri,9.85,7.495454545454546,2021,8.775,8.775,0.0,1.28
803,Madison McCary,Centenary College,9.05,5.904166666666667,2022,0.0,0.0,0.0,-5.904
804,Morgan Bowles,Washington,0.0,0.0,2021,0.0,0.0,0.0,0.0
805,Maya Davis,Brown,9.8,7.8625,2022,0.0,0.0,0.0,-7.862
806,Lauren Blair,Brockport,9.225,5.725,2022,9.725,9.348,9.55,3.623
807,Bianca Carr,Cortland State,8.8,6.163333333333333,2022,0.0,0.0,0.0,-6.163
808,Glynis Curcione,Cortland State,9.075,3.4775,2022,0.0,0.0,0.0,-3.478
809,Rachel Swick,Brockport,8.95,6.192857142857143,2022,0.0,0.0,0.0,-6.193
810,Rose Debarberie,Pennsylvania,9.4,9.350000000000001,2022,9.825,9.741,9.795,0.391
811,Kiah Johnson,West Chester,9.65,7.073437500000001,2022,9.8,9.74,9.783,2.667
812,Amy Krueger,Cornell,9.725,7.389473684210527,2022,9.725,9.614,9.655,2.225
813,Shealyn Luksik,Kentucky,9.425,3.3071428571428574,2021,0.0,0.0,0.0,-3.307
814,Grace Nelson,Air Force,9.25,5.0472222222222225,2021,9.675,9.435,9.56,4.388
815,Lydia Test,S.E. Missouri,9.75,7.685416666666667,2021,9.75,9.569,9.53,1.884
816,Kailyn Westbrook,UW-Stout,9.475,6.169444444444445,2021,0.0,0.0,0.0,-6.169
817,Alexa Rothenbuescher,Maryland,9.8,6.916666666666666,2022,0.0,0.0,0.0,-6.917
818,Mara Johnson,Texas Woman's,9.35,7.073148148148148,2021,9.8,9.723,9.77,2.65
819,Alyssa DeLorme,Ursinus College,9.125,3.719642857142857,2022,9.55,9.428,9.445,5.708
820,Emma Wiley,William & Mary,9.275,6.250000000000001,2021,9.8,9.529,9.6,3.279
821,Kayla Horton,Southern Utah,9.525,5.659615384615384,2021,9.825,9.633,0.0,3.973
822,Celine Barney,Southern Utah,9.7,7.86923076923077,2021,9.825,9.761,9.78,1.892
823,Mati Waligora,Alabama,9.725,9.712499999999999,2021,9.9,9.8,9.875,0.088
824,Emily Liszewski,Pittsburgh,9.775,6.45625,2021,9.875,9.739,9.785,3.283
825,Briona Carswell,Air Force,9.025,5.266666666666667,2021,0.0,0.0,0.0,-5.267
826,Peyton Gillen,Sacramento State,9.225,3.605,2022,0.0,0.0,0.0,-3.605
827,Payton Smith,Auburn,9.725,7.178571428571429,2021,9.775,9.732,9.735,2.553
828,Libby Orman,Arizona,9.45,7.244642857142859,2021,9.75,9.625,0.0,2.38
829,Cate Sandvik,UW-La Crosse,9.575,6.557142857142856,2021,0.0,0.0,0.0,-6.557
830,Haley Volstad,UW-Oshkosh,9.275,7.3,2021,9.5,9.35,9.32,2.05
831,Kennedy Stephens,Centenary College,9.0,2.8979166666666663,2021,0.0,0.0,0.0,-2.898
832,Bianca Leon,Southern Conn.,9.3,7.411363636363636,2022,0.0,0.0,0.0,-7.411
833,Megan Teter,Ball State,9.35,5.49848484848485,2021,9.75,9.683,0.0,4.185
834,Isabelle West,Northern Illinois,9.725,7.612500000000001,2022,9.8,9.725,9.71,2.112
835,Elizabeth Schauer,Hamline,8.825,5.775,2021,9.125,8.84,0.0,3.065
836,Christina Weiss,Pittsburgh,9.6,6.520625000000001,2021,9.7,9.662,0.0,3.141
837,Abbie Pierson,West Virginia,9.625,5.396428571428571,2021,9.95,9.741,9.835,4.345
838,Jessie Gallier,Winona State,9.1,8.6375,2021,8.95,8.8,0.0,0.163
839,Victoria Nguyen,Georgia,0.0,0.0,2021,9.8,9.775,0.0,9.775
840,Gabbi Gare,Brockport,9.3,6.634090909090909,2022,0.0,0.0,0.0,-6.634
841,Arayah Simons,Illinois,9.775,7.280833333333331,2021,9.95,9.834,9.89,2.553
842,Adalayna Hufendiek,Missouri,9.55,7.310714285714287,2021,9.75,9.68,0.0,2.369
843,Isa Weiss,Washington,9.6,9.6,2021,9.7,9.575,9.6,-0.025
844,Natalie Hamp,Northern Illinois,9.15,4.871153846153845,2021,0.0,0.0,0.0,-4.871
845,Loganne Basuel,Iowa State,9.675,6.223333333333333,2021,0.0,0.0,0.0,-6.223
846,Bella Romagnano,Penn State,9.275,5.26875,2021,0.0,0.0,0.0,-5.269
847,Raina Malas,Ohio State,9.65,7.016250000000001,2021,9.925,9.811,9.83,2.795
848,Kara Eaker,Utah,9.9,7.598863636363635,2022,0.0,0.0,0.0,-7.599
849,Leanne Wong,Florida,10.0,5.78,2022,10.0,9.859,9.918,4.079
850,Aleah Finnegan,LSU,9.875,7.596428571428572,2022,0.0,0.0,0.0,-7.596
851,Adela Stonecipher,Stanford,9.775,6.3225,2021,0.0,0.0,0.0,-6.322
852,Maile O'Keefe,Utah,9.65,6.312500000000001,2021,9.9,9.833,9.875,3.52
853,Kendall Huff,Centenary College,9.525,6.851562499999999,2021,9.8,9.671,9.735,2.819
854,Kylie Yacamelli,Bowling Green,9.6,6.692857142857143,2021,9.375,9.375,0.0,2.682
855,Ciara Ryan,Northern Illinois,9.525,6.79342105263158,2022,9.775,9.646,9.7,2.853
856,Jordyn Ewing,Pittsburgh,9.125,9.125,2022,9.65,9.608,0.0,0.483
857,Jackie Harker,Kent State,9.25,6.482142857142857,2021,0.0,0.0,0.0,-6.482
858,Emilie Hong,Iowa State,9.425,8.975000000000001,2021,9.875,9.816,9.865,0.841
859,Mackenzie Robinson,Alaska,9.1,8.860000000000001,2022,9.525,9.405,0.0,0.545
860,Kate Grotenhuis,Minnesota,9.4,6.135,2021,9.85,9.758,9.795,3.623
861,Raegan Walker,Yale,9.8,7.025,2022,9.875,9.675,9.79,2.65
862,Effie Ferguson,UW-Stout,9.15,9.15,2022,0.0,0.0,0.0,-9.15
863,Jordan Jones,S.E. Missouri,9.425,3.5125,2021,0.0,0.0,0.0,-3.513
864,Madison Lieurance,Hamline,8.3,8.3,2021,9.15,8.983,0.0,0.683
865,Alex Wood,UW-La Crosse,9.525,9.525,2021,9.775,9.508,9.625,-0.017
866,Emma Barry,UW-Eau Claire,8.975,8.975,2021,0.0,0.0,0.0,-8.975
867,Jenna Griffith,Gustavus Adolphus,9.225,3.9000000000000004,2021,0.0,0.0,0.0,-3.9
868,Lauren Mckeown,Brown,9.1,9.1,2022,0.0,0.0,0.0,-9.1
869,Carlie Beatty,UW-Stout,0.0,0.0,2021,9.35,9.234,9.25,9.234
870,Alex Panetta,Ursinus College,8.9,8.875,2022,9.55,9.275,0.0,0.4
871,Jenna Ferguson,Rutgers,9.725,7.878260869565215,2021,9.825,9.686,9.76,1.808
872,Nikki Thomas,Southern Utah,9.175,6.235714285714286,2021,0.0,0.0,0.0,-6.236
873,Victoria DeMeo,Cornell,9.175,7.610714285714285,2022,0.0,0.0,0.0,-7.611
874,Natalie Wojcik,Michigan,9.925,7.705625,2019,10.0,9.87,9.985,2.164
875,Jaedyn Rucker,Utah,10.0,7.215151515151517,2021,9.9875,9.832,9.963,2.617
876,Derrian Gobourne,Auburn,9.875,6.912499999999997,2019,9.95,9.868,9.925,2.956
877,Karley McClain,Southern Utah,9.8,7.4121428571428565,2019,9.875,9.781,9.84,2.369
878,Milan Clausi,California,9.85,7.238829787234044,2019,9.95,9.81,9.91,2.571
879,Olivia Trautman,Oklahoma,9.8,7.748333333333334,2019,10.0,9.898,9.97,2.15
880,Savannah Schoenherr,Florida,9.8,5.429166666666667,2019,9.975,9.816,9.935,4.387
881,Abby Brenner,Michigan,9.925,7.207142857142857,2019,9.9,9.819,9.87,2.612
882,Shylen Murakami,Southern Utah,9.725,7.47,2019,0.0,0.0,0.0,-7.47
883,Cristal Isa,Utah,9.85,7.470370370370369,2019,9.85,9.782,9.832,2.312
884,Adrienne Randall,Utah,9.6,7.114166666666667,2019,0.0,0.0,0.0,-7.114
885,Mia Townes,Illinois,9.8,7.7815217391304365,2021,9.925,9.837,9.9,2.055
886,Rachael Lukacs,Georgia,10.0,8.041111111111114,2019,9.95,9.864,9.915,1.823
887,Katie Chamberlain,Pittsburgh,9.675,6.710483870967742,2019,9.85,9.78,9.815,3.07
888,Hunter Dula,Utah,9.675,6.206666666666665,2019,0.0,0.0,0.0,-6.207
889,Sarah Hargrove,Nebraska,9.7,6.8390625,2019,0.0,0.0,0.0,-6.839
890,Leah Clapper,Florida,9.775,7.060135135135135,2019,0.0,0.0,0.0,-7.06
891,Halley Taylor,Florida,9.8,7.35,2021,9.675,9.675,0.0,2.325
892,Emerson Hurst,Towson,9.7,6.871052631578947,2019,9.775,9.661,9.68,2.79
893,Rachel Hornung,West Virginia,9.8,7.44296875,2019,9.85,9.755,9.815,2.312
894,Olivia Raymond,George Washington,9.85,7.644166666666666,2019,0.0,0.0,0.0,-7.644
895,Talitha Jones,California,9.975,7.412857142857142,2019,9.85,9.781,9.81,2.368
896,Alisa Sheremeta,UIC,9.45,7.040760869565213,2019,0.0,0.0,0.0,-7.041
897,Sekai Wright,UCLA,9.975,7.749999999999997,2019,9.95,9.807,9.885,2.057
898,Vanessa Deniz,Oklahoma,9.825,7.16691176470588,2021,0.0,0.0,0.0,-7.167
899,Kaylee Quinn,Nebraska,9.825,7.4669354838709685,2019,9.95,9.733,9.905,2.266
900,Mia Betancourt,Rutgers,9.75,7.147,2019,9.875,9.776,9.835,2.629
901,Olivia Miller,Pittsburgh,9.75,6.074193548387097,2019,9.825,9.734,9.79,3.66
902,Alexa Al-Hameed,Georgia,9.85,7.645999999999998,2019,0.0,0.0,0.0,-7.646
903,Tess Muir,Bowling Green,9.85,7.390972222222223,2019,9.775,9.708,0.0,2.317
904,Bridget Killian,Iowa,9.725,7.502586206896551,2019,9.9,9.802,9.875,2.299
905,Emily North,UW-Whitewater,9.5,7.071428571428572,2019,9.55,9.379,9.5,2.308
906,Kennedy Hambrick,Arkansas,9.85,7.035526315789471,2019,9.975,9.823,9.925,2.787
907,Morgan Hooper,Northern Illinois,9.4,7.5239130434782595,2019,9.775,9.625,9.74,2.101
908,Deja Chambliss,George Washington,9.9,7.838636363636365,2019,9.95,9.865,9.905,2.026
909,Ashley Hofelich,Michigan State,9.8,7.058783783783783,2019,9.925,9.79,9.855,2.731
910,Kristina Peterson,Oregon State,9.55,7.571323529411766,2019,9.9,9.78,9.795,2.209
911,Mariella Miele,New Hampshire,9.6,7.458749999999998,2019,9.825,9.663,9.79,2.204
912,Abbie Nylin,Minnesota,9.425,6.786538461538461,2019,0.0,0.0,0.0,-6.787
913,Alexandra Greenwald,Iowa,9.625,6.4637931034482765,2019,9.9,9.707,9.81,3.243
914,Hailey Lui,New Hampshire,9.35,6.060185185185185,2019,0.0,0.0,0.0,-6.06
915,Karalyn Roberts,Eastern Michigan,9.725,7.492857142857143,2021,9.85,9.753,9.8,2.26
916,Mia Quigg,Illinois State,9.625,7.059615384615384,2019,0.0,0.0,0.0,-7.06
917,Emma LaPinta,Oklahoma,9.65,7.466071428571428,2019,9.825,9.758,9.745,2.292
918,Esperanza Abarca,West Virginia,9.65,6.718965517241379,2019,9.8,9.546,9.495,2.827
919,Brashlyn Johnson,West Chester,9.525,7.0695652173913,2019,9.75,9.571,9.65,2.501
920,Amara Cunningham,Washington,9.85,7.871212121212123,2019,9.925,9.814,9.89,1.943
921,Natalie Horowitz,Iowa State,9.55,6.776562499999999,2019,0.0,0.0,0.0,-6.777
922,Kennedi Davis,Arizona,9.825,7.637500000000001,2019,9.825,9.707,9.785,2.069
923,Alaina Raybon,Michigan State,9.6,6.938194444444444,2019,9.6,9.417,0.0,2.479
924,Tara Kofmehl,Northern Illinois,9.7,7.3517857142857155,2019,9.85,9.733,9.82,2.381
925,Madison Brunette,Stanford,9.7,6.646323529411765,2019,9.85,9.713,9.835,3.067
926,Samantha Smith,Winona State,9.825,7.744117647058824,2010,9.875,9.639,9.825,1.895
927,Bailey Ferrer,LSU,9.825,6.716666666666667,2019,9.825,9.462,0.0,2.745
928,Arianna Patterson,Kentucky,9.775,6.551562499999999,2021,9.95,9.777,9.9,3.225
929,Taylor Newland,Temple,9.575,6.765740740740741,2019,9.75,9.688,0.0,2.922
930,Allie Gilchrist,Iowa,9.375,7.014772727272728,2019,0.0,0.0,0.0,-7.015
931,Sophia Petrillo,Brown,9.4,6.746794871794871,2019,9.55,9.509,9.52,2.762
932,Sydney Jennings,Ohio State,9.725,6.988333333333333,2019,9.925,9.8,9.875,2.812
933,Sterlyn Austin,Georgia,9.65,7.244852941176471,2021,0.0,0.0,0.0,-7.245
934,Nicole Baars,Lindenwood,9.55,6.578571428571429,2019,9.7,9.387,0.0,2.808
935,Anna Kaziska,S.E. Missouri,9.45,6.512499999999999,2019,9.8,9.589,9.752,3.077
936,Julianna Roland,Bridgeport,9.775,7.047727272727273,2019,9.925,9.773,9.9,2.725
937,Mackenzie Balderas,Texas Woman's,9.475,7.395238095238096,2019,9.5,9.485,0.0,2.09
938,Dymiana Cox,Penn State,9.5,6.928125000000001,2022,0.0,0.0,0.0,-6.928
939,Meredith Robinson,North Carolina State,9.475,5.003571428571429,2019,9.625,9.496,9.49,4.492
940,Amber Koeth,Sacramento State,9.65,7.217592592592595,2019,9.575,9.475,0.0,2.257
941,Hollyn Patrick,Missouri,9.775,6.504411764705883,2021,9.825,9.698,9.795,3.194
942,Olivia Zona,George Washington,9.6,6.4305555555555545,2019,9.8,9.655,9.72,3.224
943,Kaitlyn Higgins,Minnesota,9.7,7.533064516129033,2019,9.8,9.711,9.78,2.178
944,Alyssa Wiedeman,Michigan State,9.575,7.21607142857143,2019,9.85,9.733,9.795,2.517
945,Caitlin Kho,Southern Utah,9.8,8.020833333333334,2019,9.9,9.768,9.88,1.747
946,Carly Kosanovich,Eastern Michigan,9.525,6.626388888888889,2019,9.8,9.686,9.76,3.06
947,Sandra Elsadek,Ball State,9.725,7.7228260869565215,2019,9.825,9.608,9.77,1.885
948,Varvara Diakakis,Bridgeport,9.65,6.223611111111111,2019,9.8,9.584,9.725,3.36
949,Brenna Brooks,Washington,9.85,5.184375,2019,9.85,9.734,9.765,4.55
950,Emma Grant,UW-La Crosse,9.075,6.378571428571428,2019,9.375,9.312,0.0,2.933
951,Jenna Wicker,Michigan State,9.825,6.995833333333334,2019,9.8,9.681,0.0,2.685
952,Madelyn Langkamp,Iowa State,9.425,5.968269230769231,2019,9.675,9.675,0.0,3.707
953,Jensen Todd,Brockport,9.475,6.632142857142857,2019,0.0,0.0,0.0,-6.632
954,Isabel Goyco,Texas Woman's,9.45,7.1048076923076895,2019,9.55,9.45,0.0,2.345
955,Valeri Ingui,Lindenwood,9.325,7.1305555555555555,2013,9.9,9.542,9.83,2.411
956,Grace Bardes,Air Force,9.4,7.751785714285714,2019,9.7,9.56,9.655,1.808
957,Kaitlyn Gilson,Ohio State,9.025,2.534677419354839,2019,0.0,0.0,0.0,-2.535
958,Hannah Stahlbrodt,Southern Conn.,9.35,7.152,2019,9.725,9.559,9.7,2.407
959,Winter Osborne,Alaska,9.0,5.770833333333334,2019,0.0,0.0,0.0,-5.771
960,Shannon Gregory,Eastern Michigan,9.825,7.115909090909091,2019,0.0,0.0,0.0,-7.116
961,Julia O'Sullivan,Ithaca College,9.225,6.260714285714285,2019,9.25,9.192,0.0,2.931
962,Sara Maughan,Cornell,9.65,7.543749999999999,2019,9.825,9.636,9.735,2.092
963,Kaira Hammond,UW-Oshkosh,9.575,6.477678571428571,2019,9.5,9.317,9.385,2.839
964,Zoe Kyriakopoulos,Ithaca College,9.625,6.529285714285715,2022,0.0,0.0,0.0,-6.529
965,Britney Wolfe,UW-Stout,9.4,6.380000000000001,2019,9.5,9.328,9.36,2.948
966,Nya Reed,Florida,9.8,7.553571428571429,2019,9.975,9.809,9.94,2.255
967,Riley Danielson,Kent State,9.5,7.250892857142857,2019,9.75,9.661,9.69,2.41
968,Stephanie Tripodi,Arizona State,9.75,6.5310344827586215,2019,9.75,9.75,0.0,3.219
969,Kayla Yancey,West Virginia,9.675,6.951041666666666,2021,9.775,9.7,9.705,2.749
970,Sierra Demarinis,Central Michigan,9.6,7.825,2019,9.875,9.762,9.84,1.937
