,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs,VT_delta
0,Emily Leese,Rutgers,9.65,7.361842105263158,2021,9.9,9.773,9.855,2.411
1,Bridget Sullivan,West Chester,9.3,6.8671875,2022,9.475,9.462,0.0,2.595
2,Megan Thompson,Arizona State,9.65,6.887254901960783,2021,0.0,0.0,0.0,-6.887
3,Sloane Blakely,Florida,9.95,8.248076923076923,2022,9.95,9.797,9.855,1.549
4,Skyla Schulte,Michigan State,9.825,7.7185483870967735,2022,9.9,9.821,9.865,2.102
5,Lali Dekanoidze,North Carolina,9.925,7.460000000000003,2022,9.9,9.85,9.855,2.39
6,Jocelyn Moore,Missouri,10.0,6.852083333333335,2022,9.95,9.893,9.94,3.041
7,Leah Smith,Towson,9.95,6.670000000000002,2019,9.875,9.663,9.855,2.993
8,Alex Theodorou,Arizona State,9.75,9.75,2022,9.925,9.877,9.9,0.127
9,Jordan Bowers,Oklahoma,9.875,7.107142857142858,2022,10.0,9.855,9.97,2.748
10,Danielle Sievers,Oklahoma,10.0,6.733181818181819,2022,9.925,9.872,9.885,3.139
11,Tory Vetter,Ohio State,9.9,7.445370370370371,2022,0.0,0.0,0.0,-7.445
12,Alysen Fears,Arizona,9.625,6.9125000000000005,2022,9.8,9.736,9.75,2.824
13,Lilly Hudson,Alabama,9.9,7.203000000000001,2022,9.95,9.82,9.845,2.617
14,Amari Celestine,Missouri,10.0,7.676666666666668,2022,9.95,9.887,9.91,2.21
15,Lana Navarro,Washington,9.875,7.091129032258064,2022,9.9,9.825,9.86,2.734
16,Lauren Rutherford,North Carolina State,9.775,7.299285714285713,2022,9.85,9.785,9.81,2.486
17,Emily Mueller,Arizona,9.775,7.018421052631579,2022,9.85,9.775,9.8,2.757
18,Hannah Loyim,Iowa State,9.75,7.295714285714285,2022,9.75,9.336,9.72,2.04
19,Ella Chemotti,Eastern Michigan,9.7,6.977631578947369,2022,9.8,9.635,9.715,2.657
20,Marissa Rojas,Iowa,9.625,7.5525,2022,9.675,9.675,0.0,2.123
21,Jaye Mack,Illinois State,9.75,7.435625000000002,2022,9.85,9.655,9.78,2.219
22,Momoko Iwai,Denver,9.725,8.0,2022,9.85,9.775,9.78,1.775
23,Emma Loyim,Boise State,9.8,7.6078125,2022,9.65,9.65,0.0,2.042
24,Lindsay Ockler,S.E. Missouri,9.7,6.7821428571428575,2022,9.85,9.784,9.82,3.002
25,Sidney Washington,Pittsburgh,9.85,6.687499999999999,2022,9.875,9.811,9.83,3.124
26,Kaitlyn Grimes,Ohio State,9.875,7.130555555555556,2022,9.9,9.756,9.79,2.625
27,Alyssa Vulaj,Boise State,9.75,7.535000000000002,2022,9.925,9.82,9.86,2.285
28,Natalie Briones,Oregon State,9.75,6.982236842105264,2022,0.0,0.0,0.0,-6.982
29,Julia Knower,North Carolina,9.725,6.930882352941175,2022,9.875,9.773,9.825,2.842
30,Mya Lauzon,California,10.0,7.535937499999998,2022,9.85,9.7,9.67,2.164
31,Anna Leigh,West Virginia,9.6,6.852564102564102,2022,0.0,0.0,0.0,-6.853
32,Kalyxta Gamiao,Arkansas,9.725,7.336607142857145,2022,0.0,0.0,0.0,-7.337
33,Madison Greene,S.E. Missouri,9.7,7.079545454545454,2022,9.725,9.692,0.0,2.612
34,Jenna Hlavach,Ohio State,9.8,6.93653846153846,2022,9.875,9.812,9.845,2.875
35,Jessica Johanson,Penn State,9.875,7.149999999999998,2022,9.9,9.816,9.84,2.666
36,Isabel Song,Pennsylvania,9.9,6.633620689655172,2022,9.825,9.742,9.765,3.108
37,Trinity Brown,Utah State,9.8,7.32983870967742,2022,9.875,9.819,9.84,2.489
38,Haley Tyson,Minnesota,9.95,7.410000000000001,2022,0.0,0.0,0.0,-7.41
39,Ashley Blum,Washington,9.725,5.482051282051283,2022,9.8,9.698,9.74,4.216
40,Sara Hubbard,Auburn,10.0,7.402884615384614,2022,9.9,9.845,9.877,2.442
41,Ruthuja Nataraj,Illinois,9.625,8.035714285714285,2022,9.9,9.819,9.86,1.783
42,Abby Singh,Western Michigan,9.775,7.964583333333333,2022,9.825,9.735,0.0,1.77
43,Sierra Muns,Texas Woman's,9.725,7.279411764705882,2022,9.85,9.743,9.785,2.464
44,Josephine Kogler,Maryland,9.7,7.422656250000001,2022,9.9,9.8,9.835,2.377
45,Victoria Gatzendorfer,Missouri,9.775,7.430208333333335,2022,0.0,0.0,0.0,-7.43
46,Rachel Wilke,Iowa State,9.75,7.818478260869565,2022,0.0,0.0,0.0,-7.818
47,Emmalise Nock,Northern Illinois,9.675,7.364285714285713,2022,9.9,9.636,9.675,2.272
48,Sarah Stallings,Temple,9.6,6.48913043478261,2022,9.85,9.685,9.775,3.196
49,Josie Bergstrom,Iowa State,9.7,7.298387096774194,2022,9.9,9.825,9.87,2.527
50,Makenzie Sedlacek,Arkansas,10.0,6.765000000000001,2022,9.9,9.811,9.835,3.046
51,Mya Robinson,Illinois State,9.75,7.325641025641025,2022,9.45,9.45,0.0,2.124
52,Marigold Garrett,Pennsylvania,9.675,6.264772727272729,2022,0.0,0.0,0.0,-6.265
53,Alana Fisher,Eastern Michigan,9.625,7.332142857142856,2022,9.725,9.667,0.0,2.335
54,Isabella Garrett,Pennsylvania,9.6,7.418478260869567,2022,0.0,0.0,0.0,-7.418
55,Karlie Chavez,Oregon State,9.95,7.262,2022,9.825,9.772,9.795,2.51
56,Emma Simpton,Nebraska,9.85,6.681578947368421,2022,0.0,0.0,0.0,-6.682
57,Alyssa Beaulieu,New Hampshire,9.675,6.707575757575757,2022,0.0,0.0,0.0,-6.708
58,Payton Gatzlaff,Lindenwood,9.65,7.28888888888889,2022,9.75,9.658,9.64,2.369
59,Gracy Mowers,New Hampshire,9.75,5.847222222222222,2022,9.9,9.775,9.79,3.928
60,Libby Garfoot,Pennsylvania,9.7,7.328125000000001,2019,9.65,9.65,0.0,2.322
61,Summer Simpkins,New Hampshire,9.725,7.261111111111111,2022,0.0,0.0,0.0,-7.261
62,Sydney Beers,Cornell,9.7,7.296527777777779,2022,9.85,9.716,9.76,2.419
63,Ava Scafani,UC Davis,9.475,7.066666666666667,2022,0.0,0.0,0.0,-7.067
64,Anna Pagliaro,Rutgers,9.725,7.4178571428571445,2022,9.75,9.707,9.71,2.289
65,Cami Weaver,Arkansas,9.725,6.717,2022,9.3,9.3,0.0,2.583
66,Kathryn Weilbacher,Bowling Green,9.8,6.811363636363635,2022,9.825,9.734,9.76,2.923
67,Keanna Abraham,UC Davis,9.8,5.041666666666667,2022,9.9,9.833,9.86,4.791
68,Kiana Session,Bridgeport,9.55,6.153333333333333,2022,9.65,9.586,9.615,3.433
69,Emily Pires,UC Davis,9.85,7.8500000000000005,2022,9.9,9.668,9.845,1.818
70,Hannah Stallings,Temple,9.825,7.174999999999999,2022,9.9,9.756,9.8,2.581
71,Morgan Romeis,Southern Conn.,9.675,7.018750000000001,2022,9.05,9.05,0.0,2.031
72,Carley Beeman,Oregon State,9.375,5.322413793103449,2022,0.0,0.0,0.0,-5.322
73,Cheyenne Pratola,Kent State,9.275,6.666666666666667,2022,0.0,0.0,0.0,-6.667
74,Hannah Clark,Cornell,9.325,5.5249999999999995,2013,0.0,0.0,0.0,-5.525
75,Mallory Marcheli,Arizona State,9.675,6.645999999999999,2022,0.0,0.0,0.0,-6.646
76,Trinity Caffey,Lindenwood,9.775,6.578787878787879,2022,9.75,9.589,9.7,3.01
77,Sophia Groth,Auburn,9.675,6.86875,2022,9.9,9.826,9.855,2.957
78,Melissa Earl,BYU,9.675,7.861538461538462,2022,9.5,9.5,0.0,1.638
79,Sierra Kondo,Maryland,9.6,6.460714285714285,2022,0.0,0.0,0.0,-6.461
80,Rebekah Lashley,Pennsylvania,9.525,7.3394736842105255,2022,0.0,0.0,0.0,-7.339
81,Emily Castiglia,Bowling Green,9.7,6.930208333333333,2022,0.0,0.0,0.0,-6.93
82,Jillian Procasky,Kentucky,9.875,7.085416666666665,2022,9.9,9.804,9.85,2.719
83,Blake Pascal,Boise State,9.75,7.948214285714286,2022,0.0,0.0,0.0,-7.948
84,Maya Jones,Rutgers,9.6,5.317857142857143,2022,0.0,0.0,0.0,-5.318
85,Gabrielle Winstead,UW-Stout,9.425,6.10241935483871,2022,9.55,9.371,9.39,3.269
86,Keeley Smith,New Hampshire,9.3,9.21875,2009,0.0,0.0,0.0,-9.219
87,Rachel Chesley,UW-La Crosse,9.625,5.232142857142858,2022,9.775,9.584,9.67,4.352
88,Caroline Blatchford,William & Mary,9.3,6.4035714285714285,2022,9.7,9.63,0.0,3.226
89,Lauren Keener,Towson,9.175,3.3729166666666663,2022,0.0,0.0,0.0,-3.373
90,Katherine Weyhmiller,San Jose State,9.5,5.417307692307693,2022,0.0,0.0,0.0,-5.417
91,Olivia Imbarlina,Bridgeport,9.3,6.501086956521741,2022,9.725,9.548,9.67,3.047
92,Grace Gilman,Sacramento State,9.525,6.241666666666667,2022,9.85,9.732,9.805,3.49
93,Sydney Kraez,Pennsylvania,9.8,7.4750000000000005,2019,9.825,9.655,9.805,2.18
94,Kate Michelini,Cornell,9.0,8.855,2022,0.0,0.0,0.0,-8.855
95,Olivia Bowsman,Illinois,9.4,6.409375,2022,0.0,0.0,0.0,-6.409
96,Trinity Johnson,San Jose State,9.45,5.590000000000001,2022,0.0,0.0,0.0,-5.59
97,Isabela Krulich,UW-Stout,9.275,7.416666666666666,2022,9.475,9.275,9.235,1.858
98,Tessa Volpe,Air Force,9.525,5.750925925925926,2022,9.725,9.558,9.675,3.807
99,Emma David,Yale,9.3,5.185714285714286,2022,0.0,0.0,0.0,-5.186
100,Amari Evans,Utah State,9.675,6.28,2022,0.0,0.0,0.0,-6.28
101,Lindsey Smith,Illinois,9.275,9.275,2009,9.0,8.775,0.0,-0.5
102,Richella Velarmino,UW-Whitewater,9.3,6.145833333333333,2022,0.0,0.0,0.0,-6.146
103,Mia Davis,Towson,9.85,7.496428571428571,2022,9.85,9.763,9.815,2.267
104,Addie Liebhardt,Brown,9.425,6.183333333333334,2022,9.4,9.4,0.0,3.217
105,Kara Welsh,UW-Whitewater,9.7,7.272794117647058,2022,9.775,9.675,9.71,2.402
106,Athlyn Drage,Maryland,9.7,4.735227272727273,2022,0.0,0.0,0.0,-4.735
107,Ayla McKean,Air Force,9.65,7.141406249999998,2022,9.825,9.71,9.77,2.569
108,Hailey Merchant,North Carolina State,9.65,6.955128205128204,2022,9.8,9.741,9.755,2.786
109,Natalie Marshall,West Chester,9.275,5.6171875,2022,0.0,0.0,0.0,-5.617
110,Maya Belog,Springfield College,9.15,5.846874999999999,2022,9.325,9.325,0.0,3.478
111,Maya Pecoraro,Brockport,9.15,5.920833333333333,2022,0.0,0.0,0.0,-5.921
112,Kaylie Goodwin,Ithaca College,9.3,6.070833333333334,2022,9.55,9.37,0.0,3.299
113,Marlena Bailey,Ithaca College,9.125,6.378571428571428,2022,0.0,0.0,0.0,-6.379
114,Dallas Rachal,Ithaca College,9.65,7.06875,2022,9.65,9.395,9.51,2.326
115,Skye Cohen,Ithaca College,9.2,6.665625,2022,9.55,9.408,9.445,2.742
116,Rianna Adams,Cortland State,9.45,6.016666666666667,2022,9.45,9.253,9.295,3.236
117,Lily Ramsdell,Hamline,8.8,8.625,2022,0.0,0.0,0.0,-8.625
118,Nyah Reader,S.E. Missouri,9.7,6.969117647058824,2022,9.675,9.54,9.575,2.571
119,Caitlin Pellegrino,Ithaca College,9.175,9.0625,2022,0.0,0.0,0.0,-9.062
120,Oren Aviad,Yale,9.5,9.5,2022,9.825,9.358,9.655,-0.142
121,Brynn Freehling,West Virginia,9.425,5.951470588235294,2022,0.0,0.0,0.0,-5.951
122,Nicole Lonski,Ithaca College,9.15,5.553125,2022,0.0,0.0,0.0,-5.553
123,Olivia Keyes,Rhode Island College,9.325,6.570833333333332,2022,9.5,9.353,9.455,2.782
124,Hannah Appleget,Lindenwood,9.7,7.52,2022,0.0,0.0,0.0,-7.52
125,Summer Ruskey,Temple,9.9,7.246212121212121,2022,0.0,0.0,0.0,-7.246
126,Sarah Zois,George Washington,9.675,5.982894736842105,2022,9.85,9.762,9.815,3.779
127,Grace Wehry,Kent State,9.55,6.534558823529412,2022,9.775,9.694,0.0,3.159
128,Brayden Battavio,Rutgers,9.525,5.682894736842105,2022,0.0,0.0,0.0,-5.683
129,Brooke Alban,West Virginia,9.6,6.88804347826087,2022,9.825,9.75,9.785,2.862
130,Brooke McNamara,Bowling Green,9.625,7.8549999999999995,2022,9.65,9.61,0.0,1.755
131,Ciana Rios,Southern Conn.,9.275,7.458333333333334,2022,0.0,0.0,0.0,-7.458
132,Jillian Freyman,Ithaca College,9.6,7.158108108108107,2022,9.675,9.382,9.575,2.224
133,Brooke Burkhart,Southern Conn.,9.45,7.484090909090908,2022,9.775,9.637,9.73,2.153
134,Caitlyn Allen,West Chester,9.375,7.020192307692308,2022,9.675,9.575,9.64,2.555
135,Madison Zimmerman,Ursinus College,9.375,7.451136363636362,2022,9.575,9.364,9.34,1.913
136,Daria Gregory,Ursinus College,9.05,7.016346153846153,2022,0.0,0.0,0.0,-7.016
137,Gabrielle Nadler,Cortland State,9.1,4.964285714285714,2022,0.0,0.0,0.0,-4.964
138,Heidi Hartje,West Virginia,9.65,6.969117647058823,2022,9.8,9.8,0.0,2.831
139,Alyssa Wilson,Central Michigan,9.1,8.958333333333334,2011,0.0,0.0,0.0,-8.958
140,Kailey Ferri,Rhode Island College,9.2,6.745588235294117,2022,9.35,9.238,9.265,2.492
141,Olivia Stinnette,Brockport,9.0,8.9,2022,0.0,0.0,0.0,-8.9
142,Catherine Bare,William & Mary,9.4,3.308928571428571,2022,9.675,9.638,0.0,6.329
143,Anna Hill,Temple,9.675,7.260606060606059,2022,9.85,9.756,9.8,2.495
144,Kaitlin Garcia,Oregon State,9.7,7.684090909090909,2022,9.85,9.806,0.0,2.122
145,Angel Lee,Southern Conn.,9.45,6.716250000000001,2022,0.0,0.0,0.0,-6.716
146,Gabrielle Jorden,Bridgeport,9.4,7.458333333333333,2022,0.0,0.0,0.0,-7.458
147,Taylor Gull,Southern Utah,9.025,5.057142857142857,2022,0.0,0.0,0.0,-5.057
148,Megan Workman,Southern Conn.,9.0,6.897222222222222,2022,8.95,8.95,0.0,2.053
149,Elia Aird,Rutgers,9.825,6.515000000000001,2022,0.0,0.0,0.0,-6.515
150,Maddie Jones,Arkansas,9.25,9.2125,2022,0.0,0.0,0.0,-9.213
151,Alana Laster,Illinois State,9.85,7.51388888888889,2022,9.95,9.77,9.875,2.256
152,Janelle Lopez,S.E. Missouri,9.8,7.419,2022,9.75,9.26,0.0,1.841
153,Makenzie Wilson,Kentucky,10.0,7.605714285714286,2022,9.875,9.823,9.835,2.217
154,Sarah Wilson,Yale,9.425,7.009374999999999,2022,9.675,9.568,9.635,2.559
155,Chloe Armentor,Centenary College,9.6,6.843421052631578,2022,0.0,0.0,0.0,-6.843
156,Emma Lavelle,Centenary College,9.175,7.6375,2022,9.575,9.45,9.45,1.812
157,Emma Brkljacic,Northern Illinois,9.575,6.940624999999999,2022,0.0,0.0,0.0,-6.941
158,Ashley Morgan,Stanford,9.325,6.033333333333333,2010,9.925,9.788,9.885,3.755
159,Emma Davies,Pennsylvania,9.75,7.277941176470588,2022,9.725,9.67,0.0,2.392
160,Peyton Childs,North Carolina State,9.575,5.181521739130435,2022,0.0,0.0,0.0,-5.182
161,Olivia Williams,Bowling Green,9.275,5.027777777777778,2021,9.75,9.61,0.0,4.582
162,Libby Allen,Southern Conn.,9.45,6.778125000000001,2022,9.3,9.3,0.0,2.522
163,Molly Froman,Southern Conn.,9.4,6.873076923076924,2022,0.0,0.0,0.0,-6.873
164,Emma Brittingham,UW-Stout,9.15,5.3075,2022,0.0,0.0,0.0,-5.308
165,Erica Cooper,Ball State,9.5,7.186184210526315,2022,0.0,0.0,0.0,-7.186
166,Nicole Jackson,Brockport,9.55,6.3109375,2019,9.825,9.498,9.68,3.187
167,Grace Anne Davis,Missouri,9.75,5.392857142857143,2022,9.875,9.779,9.82,4.386
168,Mya Pringle,Rutgers,9.75,5.385576923076923,2022,0.0,0.0,0.0,-5.386
169,Isabelle Schaefer,North Carolina,9.65,5.7154411764705895,2022,9.825,9.785,0.0,4.07
170,Brynne Tsipis,Kent State,9.625,7.245370370370369,2022,9.75,9.75,0.0,2.505
171,Marissa Jencks,Minnesota,9.65,7.127884615384617,2022,9.825,9.744,0.0,2.616
172,Alexa Ebeling,Iowa,9.525,7.390000000000001,2022,0.0,0.0,0.0,-7.39
173,Halle Rourke,Nebraska,9.35,6.82,2022,0.0,0.0,0.0,-6.82
174,Carley Scott,Lindenwood,9.225,6.112179487179487,2022,0.0,0.0,0.0,-6.112
175,Camdyn McSweeney,Winona State,9.3,6.5552631578947365,2022,0.0,0.0,0.0,-6.555
176,Anne Marie Kuebler,William & Mary,9.125,9.05,2022,0.0,0.0,0.0,-9.05
177,Ellery Werner,Northern Illinois,0.0,0.0,2022,0.0,0.0,0.0,0.0
178,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0,0.0
179,Molly Arnold,Utah State,9.5,7.024305555555555,2022,9.85,9.76,9.81,2.736
180,Eliza Millar,BYU,9.0,2.2934210526315786,2022,0.0,0.0,0.0,-2.293
181,Nikki Beckwith,Penn State,9.475,5.737500000000001,2022,0.0,0.0,0.0,-5.738
182,Lia Kmieciak,Central Michigan,9.775,5.509615384615384,2022,9.8,9.742,0.0,4.232
183,Gianna Antonio,Eastern Michigan,9.05,6.651249999999998,2022,0.0,0.0,0.0,-6.651
184,Sarah Kuper,William & Mary,9.5,6.85,2022,9.6,9.522,9.555,2.672
185,Alana Anderson,Northern Illinois,9.425,5.352499999999999,2022,0.0,0.0,0.0,-5.352
186,Molly Freeman,Western Michigan,9.3,5.133928571428572,2022,0.0,0.0,0.0,-5.134
187,Mia Lucero,UW-Oshkosh,9.65,4.632499999999999,2022,9.675,9.516,9.59,4.884
188,Lucy Lehman,North Carolina State,9.825,7.307352941176471,2022,9.825,9.735,0.0,2.428
189,Lexi Bornhorn,Bowling Green,9.35,4.959090909090909,2022,9.475,9.475,0.0,4.516
190,Avah Anthes,Central Michigan,9.5,7.729166666666667,2022,9.85,9.748,9.76,2.019
191,Kristina Rodriguez,West Chester,9.275,6.6499999999999995,2022,9.65,9.567,0.0,2.917
192,Baylie Lawrence,Bowling Green,9.375,6.151923076923079,2022,0.0,0.0,0.0,-6.152
193,Lili Guy,Gustavus Adolphus,9.5,5.6125,2022,0.0,0.0,0.0,-5.612
194,Sophie Chandler,William & Mary,9.375,7.596153846153847,2022,9.575,9.491,9.495,1.895
195,Laken Sooy,Brockport,9.475,6.86875,2022,9.55,9.5,0.0,2.631
196,Katelyn Nels,William & Mary,9.225,7.2124999999999995,2022,0.0,0.0,0.0,-7.212
197,Delaney Cienkus,UW-Oshkosh,9.125,5.791176470588235,2022,9.425,9.425,0.0,3.634
198,Steph Macasu,Towson,0.0,0.0,2022,0.0,0.0,0.0,0.0
199,Sarah Wozniak,William & Mary,9.3,4.135416666666666,2022,0.0,0.0,0.0,-4.135
200,Alyssa Guns,Kent State,9.6,6.147222222222221,2022,9.875,9.736,9.82,3.589
201,Ellie Cacciola,Southern Utah,9.9,7.392857142857144,2022,9.775,9.525,0.0,2.132
202,Clara Hong,Towson,9.65,6.623809523809524,2022,9.525,9.525,0.0,2.901
203,Jessica Taylor,UW-La Crosse,9.325,5.760714285714284,2022,9.5,9.5,0.0,3.739
204,Katie Kuenemann,Nebraska,9.575,6.56,2022,9.7,9.7,0.0,3.14
205,Kira Sanchez,LIU,9.375,6.473214285714285,2022,9.675,9.258,0.0,2.785
206,Leilani Zander,Air Force,9.225,4.754761904761906,2022,0.0,0.0,0.0,-4.755
207,Emily Six,Texas Woman's,9.65,6.346153846153847,2022,9.75,9.675,0.0,3.329
208,Catherine Aucoin,Bridgeport,8.95,7.2749999999999995,2022,9.1,8.646,8.555,1.371
209,Carissa Martinez,Centenary College,9.625,6.191666666666666,2022,0.0,0.0,0.0,-6.192
210,Alisha Anderson,Hamline,9.35,9.2,2009,9.2,9.0,0.0,-0.2
211,Megan Matteucci,Ursinus College,9.25,6.5625,2022,0.0,0.0,0.0,-6.562
212,Lauren Hsu,Michigan State,9.825,7.790909090909091,2022,9.9,9.763,9.845,1.972
213,Micheala Gentry,San Jose State,9.675,5.2025,2022,9.825,9.732,9.755,4.529
214,Elizabeth Blessley,Ithaca College,8.95,6.783333333333334,2022,0.0,0.0,0.0,-6.783
215,Lauren Pearl,Minnesota,9.825,7.180357142857143,2022,0.0,0.0,0.0,-7.18
216,Delaney LaViolette,Springfield College,9.2,6.226470588235294,2022,9.55,9.425,9.455,3.199
217,Katrina Mendez Abolnik,Bowling Green,9.75,6.535937499999999,2022,9.85,9.761,9.8,3.225
218,Elise Tisler,Towson,9.7,6.151470588235295,2022,9.825,9.771,9.82,3.62
219,Grace Anne Davis,Missouri,9.65,7.318055555555554,2022,9.875,9.779,9.82,2.461
220,Bryce Stoltz,Winona State,9.125,6.8966666666666665,2022,9.575,9.194,9.245,2.297
221,Madison Dorunda,Temple,9.65,7.389423076923077,2022,0.0,0.0,0.0,-7.389
222,Oren Aviad,Yale,9.5,9.5,2022,9.825,9.358,9.655,-0.142
223,Jordyn Paradise,Alabama,9.95,6.7928571428571445,2022,9.95,9.849,9.865,3.056
224,Kielyn McCright,Utah State,9.275,4.479166666666667,2022,0.0,0.0,0.0,-4.479
225,Erin Davis,Nebraska,9.2,8.908333333333333,2009,10.0,9.88,9.96,0.972
226,Alayna Fern,UW-Whitewater,9.575,4.565625000000001,2022,9.425,8.967,8.875,4.401
227,Samantha Zeilinger,UW-Oshkosh,9.175,6.410714285714286,2022,8.825,8.825,0.0,2.414
228,Emerson Adams,Texas Woman's,9.7,6.769827586206895,2022,9.9,9.75,9.83,2.98
229,Bailey Thomas,UW-Eau Claire,8.85,8.7,2022,9.15,8.894,0.0,0.194
230,Elaina McGovern,Boise State,9.6,6.243382352941176,2022,0.0,0.0,0.0,-6.243
231,Simone Dumas-Guzman,Sacramento State,9.35,7.2725,2022,0.0,0.0,0.0,-7.272
232,Emma Lewis,Eastern Michigan,9.575,5.675,2022,9.75,9.63,0.0,3.955
233,Halle Faulkner,Western Michigan,9.85,6.419318181818183,2022,9.875,9.781,9.79,3.362
234,Heidi Schooley,BYU,9.325,7.746153846153846,2022,0.0,0.0,0.0,-7.746
235,Shreya Munshi,Southern Conn.,9.1,6.947222222222222,2022,0.0,0.0,0.0,-6.947
236,Sarah Shaffer,Arkansas,9.875,6.223026315789474,2018,9.925,9.816,9.88,3.593
237,Grace Montague,Ithaca College,8.9,4.852777777777778,2022,0.0,0.0,0.0,-4.853
238,Rebekah Smith,Hamline,9.725,6.2625,2011,9.05,8.894,8.905,2.631
239,Rylee Gallmeyer,Western Michigan,9.25,5.4037500000000005,2022,0.0,0.0,0.0,-5.404
240,Sidney Wilson,Southern Conn.,9.6,6.283333333333333,2022,9.775,9.558,9.63,3.275
241,Andrea O'Connell,UW-Eau Claire,8.925,4.825,2022,9.475,9.225,9.175,4.4
242,Gabriella Meccia,Air Force,9.65,7.213888888888889,2022,9.75,9.597,9.71,2.383
243,Deiah Moody,Washington,9.7,4.6589285714285715,2022,0.0,0.0,0.0,-4.659
244,Madelyn Williams,California,9.8,6.379032258064515,2022,9.85,9.809,9.82,3.43
245,Alyssa Wiggins,Bridgeport,9.65,7.46625,2022,9.425,9.225,0.0,1.759
246,Rachel Katz,George Washington,9.875,7.896875,2022,9.85,9.771,9.83,1.874
247,Isabella Sissi,Northern Illinois,9.65,5.703676470588236,2022,9.8,9.736,9.755,4.032
248,Ellery Werner,Northern Illinois,0.0,0.0,2022,0.0,0.0,0.0,0.0
249,Athlyn Drage,Maryland,9.7,4.735227272727273,2022,0.0,0.0,0.0,-4.735
250,Ella Binfet,Gustavus Adolphus,0.0,0.0,2022,0.0,0.0,0.0,0.0
251,Katie Sawyer,Michigan State,9.8,9.433333333333334,2022,9.7,9.7,0.0,0.267
252,Gillian Cummins,UW-Stout,9.05,6.7,2022,9.4,9.344,0.0,2.644
253,Marlee York,George Washington,9.95,7.251315789473684,2022,9.85,9.763,9.78,2.512
254,Anne Marie Kuebler,William & Mary,9.2,7.0928571428571425,2022,0.0,0.0,0.0,-7.093
255,Taija Wells,Sacramento State,9.6,6.620588235294117,2022,9.725,9.613,0.0,2.992
256,Sage Thompson,Utah,9.8,6.927702702702703,2022,9.8,9.77,0.0,2.842
257,Gabrielle Stephen,Michigan State,9.875,7.383653846153846,2022,9.95,9.868,9.9,2.484
258,Ayzhia Hall,Nebraska,9.85,7.002083333333334,2022,9.85,9.734,9.8,2.732
259,Lainey Hunt,Texas Woman's,9.45,6.010714285714285,2022,0.0,0.0,0.0,-6.011
260,Taylor Schulze,Brown,9.35,5.430555555555555,2022,0.0,0.0,0.0,-5.431
261,Jordan Coleman,West Chester,9.325,7.6326923076923086,2022,0.0,0.0,0.0,-7.633
262,Jacey Vore,Michigan,9.9,7.177777777777777,2022,0.0,0.0,0.0,-7.178
263,Jewel Clark,Temple,9.275,5.2250000000000005,2022,0.0,0.0,0.0,-5.225
264,Sophia Konieczny,San Jose State,9.5,5.499,2022,0.0,0.0,0.0,-5.499
265,Macy Jennings,North Carolina State,9.5,6.375000000000001,2022,0.0,0.0,0.0,-6.375
266,Emma Malabuyo,UCLA,9.75,6.270833333333334,2022,9.875,9.798,9.825,3.527
267,Sara Beck,UW-La Crosse,9.375,7.192857142857144,2022,9.575,9.389,9.445,2.196
268,Emma Grace Sargent,Brockport,9.3,9.125,2022,9.775,9.633,9.645,0.508
269,Karsyn Foster,LIU,9.825,6.4234375,2022,9.825,9.536,9.61,3.113
270,Emelia Diaz,Southern Conn.,9.025,5.816666666666666,2022,0.0,0.0,0.0,-5.817
271,Sarah Cohen,Georgia,9.725,7.416666666666668,2022,0.0,0.0,0.0,-7.417
272,Kaylee Cooper,Lindenwood,9.5,5.376,2022,0.0,0.0,0.0,-5.376
273,Isabella Hughes,Rutgers,9.675,6.51875,2022,9.825,9.738,9.775,3.219
274,Ella Wilson,UW-Oshkosh,9.525,7.796153846153846,2022,0.0,0.0,0.0,-7.796
275,Brianna Weikel,Hamline,0.0,0.0,2022,0.0,0.0,0.0,0.0
276,Mikelle Ballard,Utah State,9.3,6.935810810810811,2021,0.0,0.0,0.0,-6.936
277,Delanie Harkness,Michigan State,9.575,5.291891891891892,2021,9.775,9.75,0.0,4.458
278,Breckin Quoss,Western Michigan,9.425,1.3464285714285715,2022,0.0,0.0,0.0,-1.346
279,Alyssa Al-Ashari,Northern Illinois,9.7,4.756730769230768,2021,0.0,0.0,0.0,-4.757
280,Olivia Weir,Maryland,9.775,6.82986111111111,2021,9.875,9.785,9.82,2.955
281,Nicole Wojcik,Lindenwood,9.6,6.256,2021,9.6,9.25,0.0,2.994
282,Ellen Collins,West Virginia,9.6,7.104411764705882,2021,9.55,9.538,0.0,2.434
283,Caroline Cascadden,West Chester,9.75,6.852777777777778,2022,0.0,0.0,0.0,-6.853
284,Jennifer Miller,Wilson College,9.1,5.515625000000001,2012,8.875,8.475,8.625,2.959
285,Jessica Johnson,Hamline,9.15,4.925,2009,8.675,8.675,0.0,3.75
286,Mia Rose Thackston,Temple,9.05,9.025,2021,9.65,9.65,0.0,0.625
287,Silje Hildebrand,Alaska,9.1,5.415,2022,9.525,9.256,9.345,3.841
288,Jena Swanson,Missouri,9.675,7.250961538461538,2021,9.9,9.629,9.575,2.378
289,Naomi Morrison,Michigan,9.95,7.396710526315791,2021,9.975,9.885,9.965,2.488
