,Name,School,L10_High_AA,L10_Ave_AA,Freshman,NCAA_High_AA,NCAA_Ave_AA,AA_nqs,AA_delta
1567,Emily Szembrot,Ithaca College,37.55,28.866935483870968,2017,0.0,0.0,0.0,-37.55
1568,Taylor Colwell,Lindenwood,37.0,29.020454545454545,2017,0.0,0.0,0.0,-37.0
1569,Erin Hilton,BYU,37.175,24.145833333333332,2017,0.0,0.0,0.0,-37.175
1570,Mikayla Waddell,Penn State,38.075,24.769736842105267,2017,0.0,0.0,0.0,-38.075
1571,Lauren Gomes,Northern Illinois,36.3,26.603125,2021,0.0,0.0,0.0,-36.3
1572,Jordan Miranda,West Chester,36.7,27.627272727272725,2017,38.45,38.45,0.0,1.75
1573,Mekayla Jones,Arizona State,36.85,28.035,2017,0.0,0.0,0.0,-36.85
1574,Anna Jennings,Yale,36.825,22.162499999999998,2017,0.0,0.0,0.0,-36.825
1575,Elizabeth Maher,Winona State,36.125,18.808333333333334,2017,0.0,0.0,0.0,-36.125
1576,Sarah Proulx,Bridgeport,34.975,25.586764705882356,2019,0.0,0.0,0.0,-34.975
1577,Wynter Childers,Alabama,38.8,27.834677419354836,2017,39.425,39.245,0.0,0.625
1578,Hailey Poland,Kentucky,37.675,29.169047619047618,2017,0.0,0.0,0.0,-37.675
1579,Breanna Fitzke,Iowa,37.1,27.33571428571429,2018,0.0,0.0,0.0,-37.1
1580,Courtney Kamberalis,Brockport,35.025,21.51818181818182,2018,0.0,0.0,0.0,-35.025
1581,Erica Fontaine,West Virginia,38.025,30.502999999999997,2018,0.0,0.0,0.0,-38.025
1582,Lucy Jones,Pittsburgh,37.575,28.103409090909093,2017,0.0,0.0,0.0,-37.575
1583,Hunter Vincent,Texas Woman's,37.85,28.249137931034486,2017,0.0,0.0,0.0,-37.85
1584,Rachel Dugan,Pittsburgh,36.6,29.031818181818185,2017,0.0,0.0,0.0,-36.6
1585,Natalie Borden,Pennsylvania,35.9,14.942105263157893,2017,0.0,0.0,0.0,-35.9
1586,Molly Russ,Iowa State,37.925,28.792105263157897,2017,0.0,0.0,0.0,-37.925
1587,Emma Cullen,Pennsylvania,37.625,24.782499999999995,2017,0.0,0.0,0.0,-37.625
1588,Maddie Nowak,UIC,35.7,35.30625,2017,0.0,0.0,0.0,-35.7
1589,Jessica Ahrens,UW-La Crosse,35.925,29.64464285714286,2017,0.0,0.0,0.0,-35.925
1590,Alyssa Wiggle,Illinois State,37.35,26.341666666666665,2017,38.65,38.362,38.305,1.3
1591,Nina Martucci,Northern Illinois,36.425,27.381944444444443,2018,0.0,0.0,0.0,-36.425
1592,Kennedy Utz,Winona State,34.9,22.495833333333334,2017,0.0,0.0,0.0,-34.9
1593,Rachel Gurgiolo,Brockport,36.025,29.47321428571428,2017,0.0,0.0,0.0,-36.025
1594,Madison Solka,Illinois State,35.975,34.858333333333334,2017,0.0,0.0,0.0,-35.975
1595,Caroline Mitsch,Pennsylvania,34.5,27.22272727272727,2017,0.0,0.0,0.0,-34.5
1596,Heidi Sand,Air Force,36.425,24.71833333333333,2018,38.125,37.825,0.0,1.7
1597,Zoey Packard,Towson,35.45,26.147222222222226,2019,0.0,0.0,0.0,-35.45
1598,Brooke Kachinsky,UW-La Crosse,36.175,29.42115384615385,2018,0.0,0.0,0.0,-36.175
1599,Keylea Brothers,Southern Conn.,36.0,22.766666666666662,2017,0.0,0.0,0.0,-36.0
1600,Gabby Williams,Kent State,37.125,24.888333333333332,2017,0.0,0.0,0.0,-37.125
1601,Sierra Beaver,UW-Stout,36.025,24.06184210526316,2017,37.95,37.05,37.505,1.925
1602,Danielle Bisbikis,Western Michigan,26.9,21.419999999999998,2017,0.0,0.0,0.0,-26.9
1603,Kenna Skepnek,S.E. Missouri,17.925,12.116666666666667,2018,0.0,0.0,0.0,-17.925
1604,Kailee Willhalm,UW-Oshkosh,35.375,23.24285714285714,2017,0.0,0.0,0.0,-35.375
1605,Erika Marr,William & Mary,34.35,22.464999999999996,2017,0.0,0.0,0.0,-34.35
1606,Jacqueline Kutcher,Southern Conn.,35.475,25.6125,2017,0.0,0.0,0.0,-35.475
1607,Autumn Snape,Ursinus College,35.925,25.246875,2017,0.0,0.0,0.0,-35.925
1608,Maci Prescott,Cornell,34.675,34.266666666666666,2017,0.0,0.0,0.0,-34.675
1609,Genna Orlik,Cortland State,35.025,33.25625,2017,0.0,0.0,0.0,-35.025
1610,Isabella Antonangeli,Southern Conn.,35.175,24.0,2017,0.0,0.0,0.0,-35.175
1611,Anna Salamone,Air Force,37.6,28.878333333333337,2017,0.0,0.0,0.0,-37.6
1612,Miyuki Matsune,Seattle Pacific,37.625,29.01125,2017,0.0,0.0,0.0,-37.625
1613,Alexis Belkoff,Sacramento State,37.6,27.543750000000003,2017,0.0,0.0,0.0,-37.6
1614,Megan McBride,Southern Utah,37.25,30.911538461538463,2017,0.0,0.0,0.0,-37.25
1615,Mercedez Sanchez,San Jose State,37.1,28.115,2021,0.0,0.0,0.0,-37.1
1616,Alexandra Dudschus,California,38.425,30.677083333333332,2017,0.0,0.0,0.0,-38.425
1617,Tara Catour,Sacramento State,37.925,29.04296875,2017,0.0,0.0,0.0,-37.925
1618,Raine Gordon,North Carolina,37.475,29.228125000000006,2018,0.0,0.0,0.0,-37.475
1619,Sofia Menemenlis,Yale,36.5,29.708333333333336,2017,0.0,0.0,0.0,-36.5
1620,Daisy Todd,Temple,36.85,30.30576923076923,2017,39.025,38.646,38.855,2.175
1621,McKenna Morrell,Boise State,37.05,29.37291666666667,2017,0.0,0.0,0.0,-37.05
1622,Lena Wirth,Seattle Pacific,35.55,19.423529411764704,2017,0.0,0.0,0.0,-35.55
1623,Tessa Otuafi,Boise State,36.825,27.826315789473686,2018,0.0,0.0,0.0,-36.825
1624,Hope Parkin,Texas Woman's,37.125,25.247368421052634,2017,0.0,0.0,0.0,-37.125
1625,Chelsey Andrada,San Jose State,35.575,26.31388888888889,2017,0.0,0.0,0.0,-35.575
1626,Leah Perrino,San Jose State,36.675,23.572222222222223,2017,0.0,0.0,0.0,-36.675
1627,Emily Carr,Cornell,35.85,24.86875,2018,0.0,0.0,0.0,-35.85
1628,Madison Howlett,Southern Utah,37.825,26.0775,2018,0.0,0.0,0.0,-37.825
1629,Jamie Antinori,North Carolina,31.925,20.543750000000003,2017,0.0,0.0,0.0,-31.925
1630,Brittany Jeppesen,Utah State,37.425,23.630000000000003,2017,0.0,0.0,0.0,-37.425
1631,Zahra Lawal,Seattle Pacific,36.1,25.446875,2017,0.0,0.0,0.0,-36.1
1632,Lauren Ramirez,Bridgeport,38.75,30.44423076923077,2018,0.0,0.0,0.0,-38.75
1633,Megan Tripp,Pittsburgh,38.25,29.859090909090906,2017,0.0,0.0,0.0,-38.25
1634,Diana Manzano,Brown,36.775,28.12261904761905,2018,0.0,0.0,0.0,-36.775
1635,Averie Brook,Arizona State,35.575,23.97352941176471,2017,0.0,0.0,0.0,-35.575
1636,Megan Dennis,S.E. Missouri,36.825,26.922499999999996,2018,0.0,0.0,0.0,-36.825
1637,Kylie Kratchwell,New Hampshire,37.525,28.40921052631579,2021,0.0,0.0,0.0,-37.525
1638,Allison Smith,Eastern Michigan,36.85,24.555952380952384,2018,0.0,0.0,0.0,-36.85
1639,Mikayla Robinson,North Carolina,36.775,25.804687499999996,2017,0.0,0.0,0.0,-36.775
1640,Ava Watkins,New Hampshire,38.0,27.594230769230766,2017,0.0,0.0,0.0,-38.0
1641,Yasmin Eubanks,Temple,36.5,35.225,2017,0.0,0.0,0.0,-36.5
1642,Rebecca Chong,Yale,36.85,26.6578125,2017,0.0,0.0,0.0,-36.85
1643,Ashley Szafranski,Arizona State,37.875,28.457291666666674,2017,0.0,0.0,0.0,-37.875
1644,Jaylene Everett,Temple,36.75,25.956666666666667,2017,0.0,0.0,0.0,-36.75
1645,Sarah McCarty,Kent State,36.55,27.73472222222222,2017,0.0,0.0,0.0,-36.55
1646,Emma Karas,Rutgers,35.75,26.68977272727273,2018,0.0,0.0,0.0,-35.75
1647,Courtney Pearson,Ursinus College,37.075,25.860000000000007,2017,0.0,0.0,0.0,-37.075
1648,Erin Howell,Brown,36.95,28.765,2017,0.0,0.0,0.0,-36.95
1649,Alyssa Klock,Brockport,35.15,23.01,2017,0.0,0.0,0.0,-35.15
1650,Paige Beckley,Brockport,35.15,29.17321428571428,2017,0.0,0.0,0.0,-35.15
1651,Sydne Powers,West Chester,35.475,27.0,2017,0.0,0.0,0.0,-35.475
1652,Natalie Onderko,West Chester,35.575,22.88586956521739,2017,0.0,0.0,0.0,-35.575
1653,Shannon Farrell,Rutgers,36.625,20.87375,2018,0.0,0.0,0.0,-36.625
1654,Alecia Petrikis,Pittsburgh,36.325,26.2175,2017,0.0,0.0,0.0,-36.325
1655,Natalia Nottingham,Cornell,35.175,27.46346153846154,2017,0.0,0.0,0.0,-35.175
1656,Lauren Ritter,Ohio State,34.525,23.045454545454547,2010,0.0,0.0,0.0,-34.525
1657,Dorothy Mims,Centenary College,36.55,30.01607142857143,2019,0.0,0.0,0.0,-36.55
1658,Kendal Moss,Auburn,38.25,25.212500000000006,2017,0.0,0.0,0.0,-38.25
1659,Erynne Allen,Penn State,36.775,27.93421052631579,2019,0.0,0.0,0.0,-36.775
1660,Alexis Olivier,Western Michigan,35.75,19.560714285714283,2019,0.0,0.0,0.0,-35.75
1661,Darian Burns,Seattle Pacific,36.175,27.795,2017,39.225,38.24,39.095,3.05
1662,Grace Arnold,Gustavus Adolphus,35.7,23.208333333333332,2017,0.0,0.0,0.0,-35.7
1663,Megan Tran,Winona State,35.75,25.772916666666667,2017,0.0,0.0,0.0,-35.75
1664,Hallie Peele,Pittsburgh,38.125,29.699999999999996,2017,0.0,0.0,0.0,-38.125
1665,Hailey Mesmer,North Carolina State,36.5,29.37692307692307,2017,0.0,0.0,0.0,-36.5
1666,Kendall Arasmith,Centenary College,36.05,25.86029411764706,2017,35.65,35.65,0.0,-0.4
1667,Mekyllah Williams,North Carolina,35.275,27.44318181818182,2017,0.0,0.0,0.0,-35.275
1668,Delia Ardoin,Centenary College,36.025,28.03125,2017,0.0,0.0,0.0,-36.025
1669,Shaquilla Payne,UW-Stout,37.4,25.10588235294118,2018,0.0,0.0,0.0,-37.4
1670,Rachael Mastrangelo,California,37.65,25.039705882352944,2017,0.0,0.0,0.0,-37.65
1671,Haley Roy,Washington,37.95,28.28103448275862,2017,0.0,0.0,0.0,-37.95
1672,Sofie Riley,Alaska,34.0,21.604166666666668,2017,0.0,0.0,0.0,-34.0
1673,Sienna Brane,Seattle Pacific,36.7,19.62019230769231,2017,0.0,0.0,0.0,-36.7
1674,Hayley Porter,Central Michigan,36.2,26.754545454545458,2017,0.0,0.0,0.0,-36.2
1675,Nina Whittaker,Bridgeport,35.7,26.218055555555548,2017,0.0,0.0,0.0,-35.7
1676,Kayleigh Dugan,Brockport,33.275,24.411111111111115,2017,0.0,0.0,0.0,-33.275
1677,Tali Twomey,Springfield College,33.725,32.612500000000004,2017,0.0,0.0,0.0,-33.725
1678,Morgan Bixler,Maryland,35.225,22.561904761904756,2017,0.0,0.0,0.0,-35.225
1679,Taylor Campagnone,Springfield College,35.75,20.92058823529412,2017,0.0,0.0,0.0,-35.75
1680,Kalyany Steele,UCLA,38.275,25.183333333333337,2021,0.0,0.0,0.0,-38.275
1681,Sarah Boyd,West Chester,35.8,22.728125000000002,2017,0.0,0.0,0.0,-35.8
1682,Baylee Tkaczuk,UW-Oshkosh,36.1,27.072727272727274,2017,38.15,37.112,37.39,2.05
1683,Marisa Scholtens,UW-Oshkosh,35.5,23.86470588235294,2017,0.0,0.0,0.0,-35.5
1684,Karen King,UW-Oshkosh,17.475,10.075000000000001,2017,0.0,0.0,0.0,-17.475
1685,Samia Taylor,Winona State,36.125,23.74285714285714,2017,0.0,0.0,0.0,-36.125
1686,Olivia Hirsch,Centenary College,32.575,32.08125,2017,0.0,0.0,0.0,-32.575
1687,Evelyn Patient,Cornell,37.3,27.38035714285714,2019,0.0,0.0,0.0,-37.3
1688,Danielle Bisbikis,Western Michigan,26.9,21.419999999999998,2017,0.0,0.0,0.0,-26.9
1689,Mikala Bugge,UW-Stout,36.125,28.626785714285713,2017,38.1,37.413,37.825,1.975
1690,Savannah Farrell,UW-La Crosse,35.775,22.196428571428573,2017,0.0,0.0,0.0,-35.775
1691,Megan Fayler,UW-Eau Claire,18.35,9.985416666666667,2017,0.0,0.0,0.0,-18.35
1692,Julia Huebert,Minnesota,36.925,26.768103448275863,2017,0.0,0.0,0.0,-36.925
1693,Mary Graceyn Gordon,William & Mary,36.975,22.203571428571433,2018,38.725,38.087,0.0,1.75
1694,McKinley Pavicic,Utah State,38.475,28.538636363636364,2018,0.0,0.0,0.0,-38.475
1695,Shelby Schumaker,Brockport,35.275,25.013333333333335,2018,0.0,0.0,0.0,-35.275
1696,Ashlyn Laclair,Kentucky,31.525,31.525,2022,0.0,0.0,0.0,-31.525
1697,Peyton Hinterberger,Ohio State,37.375,27.786956521739135,2018,0.0,0.0,0.0,-37.375
1698,Cami Bea Austin,Centenary College,36.425,26.136764705882356,2017,37.925,36.817,36.595,1.5
1699,Jamie Antinori,North Carolina,31.925,20.543750000000003,2017,0.0,0.0,0.0,-31.925
1700,Sierra Hassel,Nebraska,37.55,26.709090909090907,2017,0.0,0.0,0.0,-37.55
1701,Eleanor LaFountain,Ursinus College,33.75,22.79090909090909,2017,37.175,36.775,0.0,3.425
1702,Mary Nicholson,Missouri,36.425,24.61875,2018,0.0,0.0,0.0,-36.425
1703,Annie Kustoff,Iowa,35.7,21.900000000000002,2018,0.0,0.0,0.0,-35.7
1704,Emily Milliet,Lindenwood,37.025,21.822058823529414,2017,0.0,0.0,0.0,-37.025
1705,Carly Israel,Yale,37.5,29.53636363636364,2018,0.0,0.0,0.0,-37.5
1706,Sarah Liddle,UC Davis,37.475,28.380357142857143,2017,37.875,37.875,0.0,0.4
1707,Rachel Schuelke-Lombardi,UC Davis,37.525,23.84583333333333,2022,0.0,0.0,0.0,-37.525
1708,Sierra Coonts,UW-Stout,34.925,23.993749999999995,2018,0.0,0.0,0.0,-34.925
1709,Abby Johnston,Nebraska,35.0,35.0,2019,0.0,0.0,0.0,-35.0
1710,Jade Degouveia,Oklahoma,0.0,0.0,2017,0.0,0.0,0.0,0.0
1711,Ashley Scarantino,Cortland State,32.575,32.15833333333333,2018,0.0,0.0,0.0,-32.575
1712,Leah Messelt,Winona State,34.825,23.325,2017,0.0,0.0,0.0,-34.825
1713,Megan Fayler,UW-Eau Claire,18.35,9.985416666666667,2017,0.0,0.0,0.0,-18.35
1714,Cassie Ehmann,UW-Stout,9.175,6.7325,2018,0.0,0.0,0.0,-9.175
1715,Emma Johnson,Maryland,37.275,25.65603448275862,2017,0.0,0.0,0.0,-37.275
1716,Cassidy Marquette,Ithaca College,34.8,24.903125000000003,2018,0.0,0.0,0.0,-34.8
1717,Kerra Masella,Temple,34.15,23.302777777777774,2017,0.0,0.0,0.0,-34.15
1718,Felicia Hano,UCLA,38.325,27.314999999999998,2017,38.65,38.65,0.0,0.325
1719,Madison Iannuzzo,Kent State,35.625,19.890624999999996,2019,0.0,0.0,0.0,-35.625
1720,Maddie Johnson,BYU,32.85,28.475,2009,38.775,38.43,0.0,5.925
1721,Amy Eck,Brockport,35.05,34.041666666666664,2018,0.0,0.0,0.0,-35.05
1722,Alexis Allen,North Carolina,36.45,29.39464285714286,2017,0.0,0.0,0.0,-36.45
1723,Breanna Murray,Winona State,17.475,10.912500000000001,2017,0.0,0.0,0.0,-17.475
1724,Deanna Magro,Maryland,37.4,27.167105263157893,2017,0.0,0.0,0.0,-37.4
1725,Karen Howell,Illinois,38.3,28.912962962962958,2017,39.4,38.888,39.235,1.1
1726,Cora Geiger,Winona State,0.0,0.0,2018,0.0,0.0,0.0,0.0
1727,Rebecca Moore,Southern Utah,36.0,36.0,2011,0.0,0.0,0.0,-36.0
1728,Amanda Pedicelli,Towson,29.7,29.7,2022,0.0,0.0,0.0,-29.7
1729,Maddison Smith,Cornell,32.775,25.166666666666668,2018,0.0,0.0,0.0,-32.775
1730,Jada Czysz-DeBoer,Hamline,0.0,0.0,2018,0.0,0.0,0.0,0.0
1731,Bridget Dean,LSU,38.775,30.57142857142857,2019,0.0,0.0,0.0,-38.775
1732,Elyse Ryden,Ithaca College,8.275,7.375,2017,0.0,0.0,0.0,-8.275
1733,Gabrielle Gallentine,Florida,36.25,35.95,2021,0.0,0.0,0.0,-36.25
1734,Shania Adams,Alabama,37.3,26.025,2021,39.475,39.1,39.35,2.175
1735,Brehanna Showers,Oklahoma,38.55,18.966666666666665,2018,39.487,39.372,0.0,0.937
1736,Katey Digiacomo,Illinois State,25.95,25.95,2018,0.0,0.0,0.0,-25.95
1737,Haylee Courson,Southern Conn.,30.725,27.325000000000003,2017,0.0,0.0,0.0,-30.725
1738,Morgan Hart,Arizona State,37.825,27.828125,2017,0.0,0.0,0.0,-37.825
1739,Chloe Lorange,Nebraska,35.125,35.125,2021,38.95,38.683,38.63,3.825
1740,Halli Briscoe,Oregon State,36.575,26.60833333333333,2018,0.0,0.0,0.0,-36.575
1741,Melissa Temkov,Towson,36.675,35.79166666666667,2017,38.475,38.144,0.0,1.8
1742,Dahlia Solorzano-Caruso,S.E. Missouri,36.225,36.225,2021,39.225,38.905,39.06,3.0
1743,Serena Baker,UIC,35.35,34.5,2017,0.0,0.0,0.0,-35.35
1744,Emily Kelly,Kent State,35.9,23.163888888888888,2018,0.0,0.0,0.0,-35.9
1745,Katie Bailey,Alabama,39.0,28.76370967741935,2014,39.625,39.261,39.475,0.625
1746,Jah'Liyah Bedminster,LIU,35.675,35.675,2021,0.0,0.0,0.0,-35.675
1747,Taylor Jackson,Springfield College,34.025,33.349999999999994,2017,0.0,0.0,0.0,-34.025
1748,Angel Zhong,BYU,34.9,32.45,2017,0.0,0.0,0.0,-34.9
1749,Taylor Chan,San Jose State,36.575,35.215,2017,39.3,38.829,39.205,2.725
1750,Ashlyn Kirby,LSU,38.475,27.389285714285705,2017,0.0,0.0,0.0,-38.475
1751,Mallory Leneave,Minnesota,36.925,36.925,2021,0.0,0.0,0.0,-36.925
1752,Kaitlyn Hall,Rutgers,38.375,27.697368421052634,2017,0.0,0.0,0.0,-38.375
1753,Grace Garcia,Stanford,36.3,27.849999999999998,2019,0.0,0.0,0.0,-36.3
1754,Kendra Benak,S.E. Missouri,34.45,22.4,2017,0.0,0.0,0.0,-34.45
1755,Isabelle Wittebort,Michigan State,36.45,36.125,2018,0.0,0.0,0.0,-36.45
1756,Alex Johnston,Bowling Green,36.075,24.803125,2017,0.0,0.0,0.0,-36.075
1757,Sabrina Vega,Georgia,35.75,22.625,2017,0.0,0.0,0.0,-35.75
1758,Katrina Coca,Kentucky,38.4,29.72875,2016,39.15,39.0,0.0,0.75
1759,Tess Zientek,Towson,38.075,18.1,2018,36.65,36.438,0.0,-1.425
1760,Alicia Boren,Florida,39.3,30.300000000000004,2016,39.725,39.396,39.635,0.425
1761,Macy Toronjo,UCLA,39.2,31.37727272727273,2017,0.0,0.0,0.0,-39.2
1762,Kirah Koshinski,West Virginia,38.875,30.3469696969697,2016,39.35,38.775,0.0,0.475
1763,Emma McLean,Michigan,38.4,28.39416666666666,2016,35.875,35.875,0.0,-2.525
1764,Olivia Karas,Michigan,38.625,27.635294117647064,2016,39.65,39.293,39.6,1.025
1765,Sarah Means,Boise State,38.75,30.406521739130437,2016,39.4,39.212,0.0,0.65
1766,Jamie Stone,Ohio State,38.5,28.034821428571433,2016,39.5,38.92,39.105,1.0
1767,Sabrina Garcia,Penn State,38.3,29.794354838709683,2016,39.4,38.889,39.335,1.1
1768,Sylvie Seilnacht,California,37.925,27.6575,2016,0.0,0.0,0.0,-37.925
1769,Jackie Sampson,Sacramento State,37.9,27.837500000000002,2016,0.0,0.0,0.0,-37.9
1770,Erika Muhaw,Utah,38.5,29.10925925925926,2016,0.0,0.0,0.0,-38.5
1771,Jenna Bresette,Alabama,37.875,27.967187499999998,2016,0.0,0.0,0.0,-37.875
1772,Meredith LaRoche,Illinois State,38.2,27.3109375,2016,39.05,38.488,38.96,0.85
1773,Alexa Phillips,North Carolina State,37.8,27.8,2016,39.0,38.758,0.0,1.2
1774,Caitlyn Fillard,North Carolina State,37.975,28.75370370370371,2016,39.25,38.901,39.19,1.275
1775,Sydney Converse,Iowa State,38.075,28.215740740740745,2016,0.0,0.0,0.0,-38.075
1776,Amanda Huang,Ohio State,38.15,29.98333333333333,2017,0.0,0.0,0.0,-38.15
1777,Haylee Roe,Illinois,38.625,29.333333333333336,2016,0.0,0.0,0.0,-38.625
1778,Ciara Gresham,Eastern Michigan,37.6,28.508064516129025,2016,0.0,0.0,0.0,-37.6
1779,Morgan Porter,Missouri,38.425,29.248125,2016,39.675,39.14,39.435,1.25
1780,Kaitlin Green,Cornell,38.075,28.57241379310344,2016,0.0,0.0,0.0,-38.075
1781,Sarah Lippowitsch,Kent State,37.775,29.44375,2016,0.0,0.0,0.0,-37.775
1782,Meaghan Sievers,Iowa State,38.15,29.5925,2016,39.475,39.036,39.36,1.325
1783,Claire Kern,Denver,38.575,29.523275862068967,2016,0.0,0.0,0.0,-38.575
1784,Sienna Crouse,Nebraska,38.225,27.789423076923082,2018,39.7,39.381,39.55,1.475
1785,Michaelee Turner,Missouri,37.625,27.703703703703702,2016,0.0,0.0,0.0,-37.625
1786,Maya Washington,Washington,38.4,31.504,2017,0.0,0.0,0.0,-38.4
1787,Shannon McNatt,Utah,38.325,28.268269230769224,2017,0.0,0.0,0.0,-38.325
1788,Kaprece Nadonza,San Jose State,37.4,26.534375,2017,0.0,0.0,0.0,-37.4
1789,Maggie Tamburro,North Carolina State,37.35,30.737499999999997,2016,38.3,38.3,0.0,0.95
1790,Brittany West,Pittsburgh,38.425,29.075000000000006,2016,0.0,0.0,0.0,-38.425
1791,Skyler Sheppard,Arizona,38.2,27.830769230769228,2016,0.0,0.0,0.0,-38.2
1792,Allison Bower,Missouri,37.85,26.735,2016,39.3,39.3,0.0,1.45
1793,Angelina Giancroce,Alabama,38.325,29.150000000000002,2016,0.0,0.0,0.0,-38.325
1794,Lyanda Dudley,Cornell,37.325,29.210227272727277,2016,39.225,38.624,39.065,1.9
1795,Rose Piorkowski,Iowa,37.75,29.473,2016,0.0,0.0,0.0,-37.75
1796,Stephanie Brock,Penn State,38.175,26.082142857142856,2011,0.0,0.0,0.0,-38.175
1797,Tess McCracken,Penn State,38.05,26.712500000000002,2017,0.0,0.0,0.0,-38.05
1798,Ashley Hiller,Florida,37.25,27.182812499999997,2016,0.0,0.0,0.0,-37.25
1799,Amanda Cheney,Florida,37.7,27.373958333333334,2016,0.0,0.0,0.0,-37.7
1800,Lauryn Mattson,Arizona,37.25,29.964130434782604,2016,0.0,0.0,0.0,-37.25
1801,Rachel Binkley,Western Michigan,37.775,28.98421052631579,2016,0.0,0.0,0.0,-37.775
1802,Sidney Dukes,Kentucky,38.25,28.956250000000008,2016,39.525,39.193,39.44,1.275
1803,Corinne Belkoff,Arizona State,37.925,28.222580645161297,2016,39.1,38.339,38.35,1.175
1804,Jenna Squillo,UIC,37.2,27.308823529411764,2016,38.875,38.421,38.745,1.675
1805,Brooke Kelly,Missouri,38.2,25.13148148148148,2016,38.325,38.325,0.0,0.125
1806,Julia McLaughlin,George Washington,37.15,28.982999999999997,2016,0.0,0.0,0.0,-37.15
1807,Michelle Amoresano,Rutgers,38.225,30.315625,2016,39.05,38.442,38.93,0.825
1808,Janelle McClelland,Ohio State,37.475,28.657500000000002,2016,0.0,0.0,0.0,-37.475
1809,Monica Riley,Washington,38.425,28.975892857142856,2017,39.15,38.655,0.0,0.725
1810,India Anderson,Temple,37.85,29.404761904761905,2016,0.0,0.0,0.0,-37.85
1811,Krista Collins,Pittsburgh,37.875,29.093103448275862,2016,0.0,0.0,0.0,-37.875
1812,Aya Suzuki,UC Davis,37.7,29.467391304347828,2016,0.0,0.0,0.0,-37.7
1813,Rachael Donovan,Illinois,38.05,27.108823529411765,2016,0.0,0.0,0.0,-38.05
1814,Chelsea Shu,California,38.05,28.29134615384615,2017,0.0,0.0,0.0,-38.05
1815,Kelly Martin,Iowa State,37.4,27.343421052631577,2016,0.0,0.0,0.0,-37.4
1816,Kaitlyn Szafranski,Arizona State,38.45,31.26964285714286,2018,0.0,0.0,0.0,-38.45
1817,Yasmine Yektaparast,UC Davis,37.725,29.40909090909091,2016,0.0,0.0,0.0,-37.725
1818,Diana Chesnok,Denver,38.425,29.788749999999997,2016,0.0,0.0,0.0,-38.425
1819,Madeleine Huber,Missouri,37.575,25.8,2016,0.0,0.0,0.0,-37.575
1820,Kaylin Mancari,Alaska,37.1,28.4475,2016,0.0,0.0,0.0,-37.1
1821,Riahanah Ali,Rutgers,38.275,28.850000000000005,2016,39.0,38.875,0.0,0.725
1822,Natasha Trejo,BYU,37.675,28.090624999999996,2016,0.0,0.0,0.0,-37.675
1823,Katelyn Lentz,Arizona State,38.25,30.269318181818175,2016,39.225,38.411,38.895,0.975
1824,Emily Briones,Utah State,37.95,25.418749999999992,2016,0.0,0.0,0.0,-37.95
1825,Josalyn Ray,San Jose State,37.425,28.64714285714286,2016,0.0,0.0,0.0,-37.425
1826,Grace Broadhurst,Denver,36.725,27.313888888888886,2019,0.0,0.0,0.0,-36.725
1827,McKenna Singley,Oregon State,38.25,30.3945652173913,2016,39.4,39.142,39.295,1.15
1828,Carly Galpin,West Virginia,36.85,28.076315789473682,2016,0.0,0.0,0.0,-36.85
1829,Tiara Wright,West Virginia,37.7,28.76083333333333,2016,0.0,0.0,0.0,-37.7
1830,Katie Morsefield,Bowling Green,36.95,36.225,2016,0.0,0.0,0.0,-36.95
1831,Kailey Miller,Central Michigan,37.125,29.441304347826083,2016,0.0,0.0,0.0,-37.125
1832,Aysia Sharif,Towson,37.375,29.126562500000002,2016,0.0,0.0,0.0,-37.375
1833,Roya Shirley,Michigan State,37.7,29.828999999999997,2016,39.075,38.741,38.75,1.375
1834,Kristyn Hoffa,Washington,38.225,28.51574074074074,2017,0.0,0.0,0.0,-38.225
1835,Meghan Cash,Brockport,36.15,28.94423076923077,2016,0.0,0.0,0.0,-36.15
1836,Stephanie Mager,Brockport,36.075,28.21818181818182,2016,37.875,37.333,0.0,1.8
1837,Kaitlyn Menzione,Ball State,37.375,27.0703125,2016,39.225,38.532,39.0,1.85
1838,Cheyenne Hill,BYU,36.975,29.975,2016,0.0,0.0,0.0,-36.975
1839,Xarria Lewis,Missouri,36.025,23.50416666666667,2016,0.0,0.0,0.0,-36.025
1840,Brittany Capozzi,Bridgeport,36.025,28.122500000000002,2016,0.0,0.0,0.0,-36.025
1841,Avery Rickett,Alabama,36.775,27.84722222222222,2016,0.0,0.0,0.0,-36.775
1842,Maryanna Peterson,Seattle Pacific,36.8,26.472058823529412,2016,0.0,0.0,0.0,-36.8
1843,Sydney Finke,Ball State,37.475,27.74074074074074,2016,0.0,0.0,0.0,-37.475
1844,Morgan Wilson,Arizona State,37.925,28.65972222222223,2016,38.7,38.7,0.0,0.775
1845,Mary Elle Arduino,Towson,37.425,26.265625,2016,38.95,38.595,38.83,1.525
1846,Kaitlyn Holley,Texas Woman's,36.425,27.528448275862072,2016,0.0,0.0,0.0,-36.425
1847,Mary Jacobsen,Oregon State,38.075,27.986111111111104,2016,0.0,0.0,0.0,-38.075
1848,Rachael Underwood,Western Michigan,37.625,29.722916666666666,2016,39.35,38.847,39.285,1.725
1849,Cassidy Jung,Brown,35.675,25.2625,2016,0.0,0.0,0.0,-35.675
1850,Julia Beyer,Bowling Green,36.8,26.344444444444438,2017,0.0,0.0,0.0,-36.8
